gene1,gene2,D,Wn
HLA-DPB2,HLA-S,0.428004539922168,0.32457480355502
HLA-S,HLA-DPB2,0.428004539922168,0.32457480355502
HLA-DPB2,HLA-V,0.169487483021678,0.163474188983777
HLA-V,HLA-DPB2,0.169487483021678,0.163474188983777
HLA-DPB2,HLA-Y,0,NaN
HLA-Y,HLA-DPB2,0,NaN
HLA-DQA1,CYP2D6,0.398822094583995,0.299062099049009
CYP2D6,HLA-DQA1,0.398822094583995,0.299062099049009
HLA-DQA1,HLA-B,0.686332902152259,0.405442152974145
HLA-B,HLA-DQA1,0.686332902152259,0.405442152974145
HLA-DQA1,HLA-C,0.583695704118267,0.404097619063423
HLA-C,HLA-DQA1,0.583695704118267,0.404097619063423
HLA-DQA1,HLA-DMB,0.354234951284436,0.232812985293676
HLA-DMB,HLA-DQA1,0.354234951284436,0.232812985293676
HLA-DQA1,HLA-DOA,0.439317426250039,0.219698316014346
HLA-DOA,HLA-DQA1,0.439317426250039,0.219698316014346
HLA-DQA1,HLA-DOB,0.391562494606886,0.336507246869937
HLA-DOB,HLA-DQA1,0.391562494606886,0.336507246869937
HLA-DQA1,HLA-DPA2,0.239443729524446,0.271014698339349
HLA-DPA2,HLA-DQA1,0.239443729524446,0.271014698339349
HLA-DQA1,HLA-DPB1,0.66691020792615,0.472348870227606
HLA-DPB1,HLA-DQA1,0.66691020792615,0.472348870227606
HLA-DQA1,HLA-DPB2,0.292983014750874,0.309942481175946
HLA-DPB2,HLA-DQA1,0.292983014750874,0.309942481175946
HLA-DQA1,HLA-DQA2,0.413033420274279,0.256533377005538
HLA-DQA2,HLA-DQA1,0.413033420274279,0.256533377005538
HLA-DQA1,HLA-DQB1,0.898918947742256,0.590447062943626
HLA-DQB1,HLA-DQA1,0.898918947742256,0.590447062943626
HLA-DQA1,HLA-DQB2,0.432073481869619,0.303914309179564
HLA-DQB2,HLA-DQA1,0.432073481869619,0.303914309179564
HLA-DQA1,HLA-DRA,0.68636807922471,0.413957614465208
HLA-DRA,HLA-DQA1,0.68636807922471,0.413957614465208
HLA-DQA1,HLA-DRB1,0.859695970396803,0.59476641012165
HLA-DRB1,HLA-DQA1,0.859695970396803,0.59476641012165
HLA-DQA1,HLA-DRB3,0.443236227309657,0.238582356310421
HLA-DRB3,HLA-DQA1,0.443236227309657,0.238582356310421
HLA-DQA1,HLA-DRB4,0.353249819327321,0.269099160553363
HLA-DRB4,HLA-DQA1,0.353249819327321,0.269099160553363
HLA-DQA1,HLA-DRB5,0.368980067409013,0.256722553850542
HLA-DRB5,HLA-DQA1,0.368980067409013,0.256722553850542
HLA-DQA1,HLA-E,0.26054271582376,0.210131188496896
HLA-E,HLA-DQA1,0.26054271582376,0.210131188496896
HLA-DQA1,HLA-F,0.380758403645697,0.208049708093812
HLA-F,HLA-DQA1,0.380758403645697,0.208049708093812
HLA-DQA1,HLA-G,0.422526593810024,0.228883421624846
HLA-G,HLA-DQA1,0.422526593810024,0.228883421624846
HLA-DQA1,HLA-H,0.406706005001564,0.229885455861722
HLA-H,HLA-DQA1,0.406706005001564,0.229885455861722
HLA-DQA1,HLA-K,0.26106000517202,0.284317618355234
HLA-K,HLA-DQA1,0.26106000517202,0.284317618355234
HLA-DQA1,HLA-L,0.249572462342969,0.283471472772839
HLA-L,HLA-DQA1,0.249572462342969,0.283471472772839
HLA-DQA1,HLA-N,0.285595088713971,0.320741176383883
HLA-N,HLA-DQA1,0.285595088713971,0.320741176383883
HLA-DQA1,HLA-P,0.239145485234437,0.261352434529667
HLA-P,HLA-DQA1,0.239145485234437,0.261352434529667
HLA-DQA1,HLA-S,0.664621879628684,0.610565209275322
HLA-S,HLA-DQA1,0.664621879628684,0.610565209275322
HLA-DQA1,HLA-V,0.334689955519539,0.377092142757609
HLA-V,HLA-DQA1,0.334689955519539,0.377092142757609
HLA-DQA1,HLA-W,0.305756806064223,0.258580090154025
HLA-W,HLA-DQA1,0.305756806064223,0.258580090154025
HLA-DQA1,HLA-Y,0,NaN
HLA-Y,HLA-DQA1,0,NaN
HLA-DQA1,MICA,0.361569495876851,0.225478593920742
MICA,HLA-DQA1,0.361569495876851,0.225478593920742
HLA-DQA1,MICB,0.265139348434713,0.238495474875011
MICB,HLA-DQA1,0.265139348434713,0.238495474875011
HLA-DQA1,TAP1,0.291802717785759,0.287212798712385
TAP1,HLA-DQA1,0.291802717785759,0.287212798712385
HLA-DQA1,TAP2,0.327163896000371,0.254762815696517
TAP2,HLA-DQA1,0.327163896000371,0.254762815696517
HLA-DQA2,CYP2D6,0.251818975533574,0.328961698293424
CYP2D6,HLA-DQA2,0.251818975533574,0.328961698293424
HLA-DQA2,HLA-C,0.418593323518147,0.396890078558806
HLA-C,HLA-DQA2,0.418593323518147,0.396890078558806
HLA-DQA2,HLA-DMB,0.235518231306746,0.180734941461487
HLA-DMB,HLA-DQA2,0.235518231306746,0.180734941461487
HLA-DQA2,HLA-DOB,0.457029089797988,0.313569702151662
HLA-DOB,HLA-DQA2,0.457029089797988,0.313569702151662
HLA-DQA2,HLA-DPB1,0.511513362300802,0.463155815982858
HLA-DPB1,HLA-DQA2,0.511513362300802,0.463155815982858
HLA-DQA2,HLA-DPB2,0.276125198237105,0.194988117795113
HLA-DPB2,HLA-DQA2,0.276125198237105,0.194988117795113
HLA-DQA2,HLA-DRA,0.366688655231732,0.245504021806471
HLA-DRA,HLA-DQA2,0.366688655231732,0.245504021806471
HLA-DQA2,HLA-DRB1,0.546347091130227,0.439142872921938
HLA-DRB1,HLA-DQA2,0.546347091130227,0.439142872921938
HLA-DQA2,HLA-DRB3,0.187331896953768,0.17981543724487
HLA-DRB3,HLA-DQA2,0.187331896953768,0.17981543724487
HLA-DQA2,HLA-DRB4,0.193671139062335,0.137746465198325
HLA-DRB4,HLA-DQA2,0.193671139062335,0.137746465198325
HLA-DQA2,HLA-DRB5,0.15448741150519,0.136240759011438
HLA-DRB5,HLA-DQA2,0.15448741150519,0.136240759011438
HLA-DQA2,HLA-F,0.276800593939709,0.290576879957749
HLA-F,HLA-DQA2,0.276800593939709,0.290576879957749
HLA-DQA2,HLA-H,0.329772602656805,0.199168492936529
HLA-H,HLA-DQA2,0.329772602656805,0.199168492936529
HLA-DQA2,HLA-L,0.144445475133282,0.168983244297634
HLA-L,HLA-DQA2,0.144445475133282,0.168983244297634
HLA-DQA2,HLA-N,0.147824283299177,0.390477643875903
HLA-N,HLA-DQA2,0.147824283299177,0.390477643875903
HLA-DQA2,HLA-S,0.336162643242026,0.427124525962093
HLA-S,HLA-DQA2,0.336162643242026,0.427124525962093
HLA-DQA2,HLA-V,0.18340847448828,0.20592257448849
HLA-V,HLA-DQA2,0.18340847448828,0.20592257448849
HLA-DQA2,HLA-W,0.169347431947809,0.153466772792226
HLA-W,HLA-DQA2,0.169347431947809,0.153466772792226
HLA-DQA2,HLA-Y,0,NaN
HLA-Y,HLA-DQA2,0,NaN
HLA-DQB1,CYP2D6,0.474648949579763,0.365515609977695
CYP2D6,HLA-DQB1,0.474648949579763,0.365515609977695
HLA-DQB1,HLA-B,0.746747323202072,0.392342273068599
HLA-B,HLA-DQB1,0.746747323202072,0.392342273068599
HLA-DQB1,HLA-C,0.667859869683982,0.354121876548534
HLA-C,HLA-DQB1,0.667859869683982,0.354121876548534
HLA-DQB1,HLA-DMB,0.418679002224868,0.404182486178459
HLA-DMB,HLA-DQB1,0.418679002224868,0.404182486178459
HLA-DQB1,HLA-DOA,0.546927918444823,0.351817945792736
HLA-DOA,HLA-DQB1,0.546927918444823,0.351817945792736
HLA-DQB1,HLA-DOB,0.530410285816232,0.456559360254911
HLA-DOB,HLA-DQB1,0.530410285816232,0.456559360254911
HLA-DQB1,HLA-DPB1,0.730719329002271,0.472088787297327
HLA-DPB1,HLA-DQB1,0.730719329002271,0.472088787297327
HLA-DQB1,HLA-DPB2,0.415533555781101,0.420624537694969
HLA-DPB2,HLA-DQB1,0.415533555781101,0.420624537694969
HLA-DQB1,HLA-DQA2,0.555498202471523,0.379856713533703
HLA-DQA2,HLA-DQB1,0.555498202471523,0.379856713533703
HLA-DQB1,HLA-DQB2,0.582524257442456,0.400016931833861
HLA-DQB2,HLA-DQB1,0.582524257442456,0.400016931833861
HLA-DQB1,HLA-DRA,0.741184777157813,0.532947984942495
HLA-DRA,HLA-DQB1,0.741184777157813,0.532947984942495
HLA-DQB1,HLA-DRB1,0.881441643329501,0.482156294848061
HLA-DRB1,HLA-DQB1,0.881441643329501,0.482156294848061
HLA-DQB1,HLA-DRB3,0.493952461117312,0.37315938940398
HLA-DRB3,HLA-DQB1,0.493952461117312,0.37315938940398
HLA-DQB1,HLA-DRB4,0.45726413099343,0.422695196191664
HLA-DRB4,HLA-DQB1,0.45726413099343,0.422695196191664
HLA-DQB1,HLA-DRB5,0.448462454901531,0.370960551683585
HLA-DRB5,HLA-DQB1,0.448462454901531,0.370960551683585
HLA-DQB1,HLA-E,0.35558673205406,0.50176841234026
HLA-E,HLA-DQB1,0.35558673205406,0.50176841234026
HLA-DQB1,HLA-F,0.498381279467839,0.392060139388744
HLA-F,HLA-DQB1,0.498381279467839,0.392060139388744
HLA-DQB1,HLA-H,0.521074735653898,0.367739045825572
HLA-H,HLA-DQB1,0.521074735653898,0.367739045825572
HLA-DQB1,HLA-K,0.379959805088979,0.413062254374589
HLA-K,HLA-DQB1,0.379959805088979,0.413062254374589
HLA-DQB1,HLA-L,0.327406702848828,0.411932305563884
HLA-L,HLA-DQB1,0.327406702848828,0.411932305563884
HLA-DQB1,HLA-N,0.409550761061248,0.484732806948177
HLA-N,HLA-DQB1,0.409550761061248,0.484732806948177
HLA-DQB1,HLA-S,0.729634415098983,0.687427450270719
HLA-S,HLA-DQB1,0.729634415098983,0.687427450270719
HLA-DQB1,HLA-V,0.407257133688571,0.472712000047504
HLA-V,HLA-DQB1,0.407257133688571,0.472712000047504
HLA-DQB1,HLA-W,0.392310063634316,0.389017140011833
HLA-W,HLA-DQB1,0.392310063634316,0.389017140011833
HLA-DQB1,HLA-Y,0,NaN
HLA-Y,HLA-DQB1,0,NaN
HLA-DQB1,MICB,0.367071585300788,0.41711751532509
MICB,HLA-DQB1,0.367071585300788,0.41711751532509
HLA-DQB1,TAP1,0.419117983230872,0.4014984262897
TAP1,HLA-DQB1,0.419117983230872,0.4014984262897
HLA-DQB1,TAP2,0.451477207390539,0.437045141485062
TAP2,HLA-DQB1,0.451477207390539,0.437045141485062
HLA-DQB2,CYP2D6,0.252191868316364,0.287432791502529
CYP2D6,HLA-DQB2,0.252191868316364,0.287432791502529
HLA-DQB2,HLA-B,0.480946038383364,0.442187332393752
HLA-B,HLA-DQB2,0.480946038383364,0.442187332393752
HLA-DQB2,HLA-C,0.423891854791042,0.357534637230506
HLA-C,HLA-DQB2,0.423891854791042,0.357534637230506
HLA-DQB2,HLA-DMB,0.259963764658082,0.182412776153296
HLA-DMB,HLA-DQB2,0.259963764658082,0.182412776153296
HLA-DQB2,HLA-DOA,0.348568251028218,0.327826757843488
HLA-DOA,HLA-DQB2,0.348568251028218,0.327826757843488
HLA-DQB2,HLA-DOB,0.480738743161323,0.330168751667761
HLA-DOB,HLA-DQB2,0.480738743161323,0.330168751667761
HLA-DQB2,HLA-DPB1,0.527261090877094,0.498419770146819
HLA-DPB1,HLA-DQB2,0.527261090877094,0.498419770146819
HLA-DQB2,HLA-DPB2,0.256176623343642,0.211176379296898
HLA-DPB2,HLA-DQB2,0.256176623343642,0.211176379296898
HLA-DQB2,HLA-DQA2,0.719817205203267,0.377865690361772
HLA-DQA2,HLA-DQB2,0.719817205203267,0.377865690361772
HLA-DQB2,HLA-DRA,0.389902120753248,0.265945651680508
HLA-DRA,HLA-DQB2,0.389902120753248,0.265945651680508
HLA-DQB2,HLA-DRB1,0.576667057710264,0.41714073230017
HLA-DRB1,HLA-DQB2,0.576667057710264,0.41714073230017
HLA-DQB2,HLA-DRB3,0.221518855463697,0.214953038246207
HLA-DRB3,HLA-DQB2,0.221518855463697,0.214953038246207
HLA-DQB2,HLA-DRB4,0.21262511304251,0.249138902059241
HLA-DRB4,HLA-DQB2,0.21262511304251,0.249138902059241
HLA-DQB2,HLA-DRB5,0.169462120034765,0.159530085884405
HLA-DRB5,HLA-DQB2,0.169462120034765,0.159530085884405
HLA-DQB2,HLA-F,0.270136160412411,0.198017622516101
HLA-F,HLA-DQB2,0.270136160412411,0.198017622516101
HLA-DQB2,HLA-H,0.294202283963546,0.212361613116734
HLA-H,HLA-DQB2,0.294202283963546,0.212361613116734
HLA-DQB2,HLA-K,0.181714737888249,0.185215344141222
HLA-K,HLA-DQB2,0.181714737888249,0.185215344141222
HLA-DQB2,HLA-L,0.151072917419397,0.203200099375785
HLA-L,HLA-DQB2,0.151072917419397,0.203200099375785
HLA-DQB2,HLA-N,0.170323512462548,0.191382619512451
HLA-N,HLA-DQB2,0.170323512462548,0.191382619512451
HLA-DQB2,HLA-S,0.474867837954385,0.45913678674483
HLA-S,HLA-DQB2,0.474867837954385,0.45913678674483
HLA-DQB2,HLA-V,0.208603779104436,0.249618347295811
HLA-V,HLA-DQB2,0.208603779104436,0.249618347295811
HLA-DQB2,HLA-W,0.186443281866093,0.166651887779816
HLA-W,HLA-DQB2,0.186443281866093,0.166651887779816
HLA-DQB2,HLA-Y,0,NaN
HLA-Y,HLA-DQB2,0,NaN
HLA-DQB2,TAP2,0.318509535478418,0.282459800602449
TAP2,HLA-DQB2,0.318509535478418,0.282459800602449
HLA-DRA,CYP2D6,0.392244600157245,0.267187739610799
CYP2D6,HLA-DRA,0.392244600157245,0.267187739610799
HLA-DRA,HLA-C,0.550753507542218,0.377929486359893
HLA-C,HLA-DRA,0.550753507542218,0.377929486359893
HLA-DRA,HLA-DMB,0.301343110701132,0.231065745540884
HLA-DMB,HLA-DRA,0.301343110701132,0.231065745540884
HLA-DRA,HLA-DPB1,0.637057135219161,0.458748144097569
HLA-DPB1,HLA-DRA,0.637057135219161,0.458748144097569
HLA-DRA,HLA-DPB2,0.266340488423763,0.252373141303473
HLA-DPB2,HLA-DRA,0.266340488423763,0.252373141303473
HLA-DRA,HLA-DRB1,0.754239211301877,0.54536809308348
HLA-DRB1,HLA-DRA,0.754239211301877,0.54536809308348
HLA-DRA,HLA-DRB3,0.374032343637544,0.226449387977459
HLA-DRB3,HLA-DRA,0.374032343637544,0.226449387977459
HLA-DRA,HLA-DRB4,0.36047315569443,0.256498980130517
HLA-DRB4,HLA-DRA,0.36047315569443,0.256498980130517
HLA-DRA,HLA-DRB5,0.343925161649789,0.232860425460449
HLA-DRB5,HLA-DRA,0.343925161649789,0.232860425460449
HLA-DRA,HLA-F,0.373943534845172,0.219189263048371
HLA-F,HLA-DRA,0.373943534845172,0.219189263048371
HLA-DRA,HLA-L,0.223355323478464,0.241722395806269
HLA-L,HLA-DRA,0.223355323478464,0.241722395806269
HLA-DRA,HLA-N,0.28239652323988,0.308876334147648
HLA-N,HLA-DRA,0.28239652323988,0.308876334147648
HLA-DRA,HLA-S,0.621167460266522,0.625989405112082
HLA-S,HLA-DRA,0.621167460266522,0.625989405112082
HLA-DRA,HLA-V,0.294437308914455,0.366268380815349
HLA-V,HLA-DRA,0.294437308914455,0.366268380815349
HLA-DRA,HLA-W,0.286082720788963,0.238552764013191
HLA-W,HLA-DRA,0.286082720788963,0.238552764013191
HLA-DRA,HLA-Y,0,NaN
HLA-Y,HLA-DRA,0,NaN
HLA-DRB1,CYP2D6,0.588199328222275,0.460868498729554
CYP2D6,HLA-DRB1,0.588199328222275,0.460868498729554
HLA-DRB1,HLA-C,0.745148149966376,0.438362719499584
HLA-C,HLA-DRB1,0.745148149966376,0.438362719499584
HLA-DRB1,HLA-DMB,0.488002411795079,0.43926991085355
HLA-DMB,HLA-DRB1,0.488002411795079,0.43926991085355
HLA-DRB1,HLA-DPB1,0.806413089708003,0.417143065941997
HLA-DPB1,HLA-DRB1,0.806413089708003,0.417143065941997
HLA-DRB1,HLA-DPB2,0.46732330936892,0.470633980847208
HLA-DPB2,HLA-DRB1,0.46732330936892,0.470633980847208
HLA-DRB1,HLA-DRB3,0.563847805698797,0.477084679306406
HLA-DRB3,HLA-DRB1,0.563847805698797,0.477084679306406
HLA-DRB1,HLA-DRB4,0.508843764813116,0.483277919463477
HLA-DRB4,HLA-DRB1,0.508843764813116,0.483277919463477
HLA-DRB1,HLA-DRB5,0.553048805622562,0.477720718721272
HLA-DRB5,HLA-DRB1,0.553048805622562,0.477720718721272
HLA-DRB1,HLA-F,0.581734362013889,0.46159141316234
HLA-F,HLA-DRB1,0.581734362013889,0.46159141316234
HLA-DRB1,HLA-L,0.408399989408217,0.474363959735697
HLA-L,HLA-DRB1,0.408399989408217,0.474363959735697
HLA-DRB1,HLA-N,0.520955773752163,0.620538722319402
HLA-N,HLA-DRB1,0.520955773752163,0.620538722319402
HLA-DRB1,HLA-S,0.915230407799086,0.896175928308025
HLA-S,HLA-DRB1,0.915230407799086,0.896175928308025
HLA-DRB1,HLA-V,0.575369109141159,0.63520913015831
HLA-V,HLA-DRB1,0.575369109141159,0.63520913015831
HLA-DRB1,HLA-W,0.504652062194787,0.475356355484822
HLA-W,HLA-DRB1,0.504652062194787,0.475356355484822
HLA-DRB1,HLA-Y,0,NaN
HLA-Y,HLA-DRB1,0,NaN
HLA-DRB3,CYP2D6,0.26729597148691,0.289414737617807
CYP2D6,HLA-DRB3,0.26729597148691,0.289414737617807
HLA-DRB3,HLA-C,0.419728403835627,0.281981292495595
HLA-C,HLA-DRB3,0.419728403835627,0.281981292495595
HLA-DRB3,HLA-DMB,0.185897122074143,0.180778572152496
HLA-DMB,HLA-DRB3,0.185897122074143,0.180778572152496
HLA-DRB3,HLA-DPB1,0.462665957081212,0.4772207742286
HLA-DPB1,HLA-DRB3,0.462665957081212,0.4772207742286
HLA-DRB3,HLA-DPB2,0.161243138546047,0.186993370500299
HLA-DPB2,HLA-DRB3,0.161243138546047,0.186993370500299
HLA-DRB3,HLA-DRB4,0.190313260315405,0.170288147159921
HLA-DRB4,HLA-DRB3,0.190313260315405,0.170288147159921
HLA-DRB3,HLA-DRB5,0.217007657432515,0.175328000478734
HLA-DRB5,HLA-DRB3,0.217007657432515,0.175328000478734
HLA-DRB3,HLA-L,0.128431727953541,0.262827311639242
HLA-L,HLA-DRB3,0.128431727953541,0.262827311639242
HLA-DRB3,HLA-S,0.397436685480183,0.505340353345155
HLA-S,HLA-DRB3,0.397436685480183,0.505340353345155
HLA-DRB3,HLA-V,0.23665003075086,0.324543781701117
HLA-V,HLA-DRB3,0.23665003075086,0.324543781701117
HLA-DRB3,HLA-W,0.161590043900874,0.206188221365108
HLA-W,HLA-DRB3,0.161590043900874,0.206188221365108
HLA-DRB3,HLA-Y,0,NaN
HLA-Y,HLA-DRB3,0,NaN
HLA-DRB4,CYP2D6,0.241048191932625,0.262130398675544
CYP2D6,HLA-DRB4,0.241048191932625,0.262130398675544
HLA-DRB4,HLA-DPB1,0.470474078883542,0.464459912985111
HLA-DPB1,HLA-DRB4,0.470474078883542,0.464459912985111
HLA-DRB4,HLA-DPB2,0.180649950961989,0.172947475132813
HLA-DPB2,HLA-DRB4,0.180649950961989,0.172947475132813
HLA-DRB4,HLA-DRB5,0.159361636249627,0.163561791764445
HLA-DRB5,HLA-DRB4,0.159361636249627,0.163561791764445
HLA-DRB4,HLA-L,0.120897809126133,0.148646925418168
HLA-L,HLA-DRB4,0.120897809126133,0.148646925418168
HLA-DRB4,HLA-S,0.398016747707149,0.359317919763549
HLA-S,HLA-DRB4,0.398016747707149,0.359317919763549
HLA-DRB4,HLA-V,0.20324730417253,0.230585543875799
HLA-V,HLA-DRB4,0.20324730417253,0.230585543875799
HLA-DRB4,HLA-W,0.159008498378807,0.174758033770611
HLA-W,HLA-DRB4,0.159008498378807,0.174758033770611
HLA-DRB4,HLA-Y,0,NaN
HLA-Y,HLA-DRB4,0,NaN
HLA-DRB5,CYP2D6,0.255952813460393,0.292942252386668
CYP2D6,HLA-DRB5,0.255952813460393,0.292942252386668
HLA-DRB5,HLA-DPB2,0.122592677862905,0.103444643596082
HLA-DPB2,HLA-DRB5,0.122592677862905,0.103444643596082
HLA-DRB5,HLA-S,0.437111320378806,0.37154484383863
HLA-S,HLA-DRB5,0.437111320378806,0.37154484383863
HLA-DRB5,HLA-V,0.136162390660084,0.17835400586321
HLA-V,HLA-DRB5,0.136162390660084,0.17835400586321
HLA-DRB5,HLA-Y,0,NaN
HLA-Y,HLA-DRB5,0,NaN
HLA-E,CYP2D6,0.22575298016403,0.318723434246782
CYP2D6,HLA-E,0.22575298016403,0.318723434246782
HLA-E,HLA-B,0.432891615539938,0.401564231665226
HLA-B,HLA-E,0.432891615539938,0.401564231665226
HLA-E,HLA-C,0.377260644549916,0.32924934846488
HLA-C,HLA-E,0.377260644549916,0.32924934846488
HLA-E,HLA-DMB,0.123979337975722,0.113284225187198
HLA-DMB,HLA-E,0.123979337975722,0.113284225187198
HLA-E,HLA-DOA,0.205735906740962,0.172357266463068
HLA-DOA,HLA-E,0.205735906740962,0.172357266463068
HLA-E,HLA-DOB,0.12709041433519,0.139846008703955
HLA-DOB,HLA-E,0.12709041433519,0.139846008703955
HLA-E,HLA-DPB1,0.424672313337685,0.506708688024751
HLA-DPB1,HLA-E,0.424672313337685,0.506708688024751
HLA-E,HLA-DPB2,0.142996339668953,0.174373915672848
HLA-DPB2,HLA-E,0.142996339668953,0.174373915672848
HLA-E,HLA-DQA2,0.157182748575999,0.100270648624945
HLA-DQA2,HLA-E,0.157182748575999,0.100270648624945
HLA-E,HLA-DQB2,0.146543272111759,0.0968578017299417
HLA-DQB2,HLA-E,0.146543272111759,0.0968578017299417
HLA-E,HLA-DRA,0.232322575426006,0.208348305771563
HLA-DRA,HLA-E,0.232322575426006,0.208348305771563
HLA-E,HLA-DRB1,0.416865203993891,0.399386405645699
HLA-DRB1,HLA-E,0.416865203993891,0.399386405645699
HLA-E,HLA-DRB3,0.132646713597181,0.143401997331
HLA-DRB3,HLA-E,0.132646713597181,0.143401997331
HLA-E,HLA-DRB4,0.131708347587542,0.138953377719168
HLA-DRB4,HLA-E,0.131708347587542,0.138953377719168
HLA-E,HLA-DRB5,0.107725604031636,0.128135315331147
HLA-DRB5,HLA-E,0.107725604031636,0.128135315331147
HLA-E,HLA-F,0.255973260852277,0.181530433289151
HLA-F,HLA-E,0.255973260852277,0.181530433289151
HLA-E,HLA-H,0.292286707157709,0.181492252847612
HLA-H,HLA-E,0.292286707157709,0.181492252847612
HLA-E,HLA-K,0.19706567897299,0.182570619003551
HLA-K,HLA-E,0.19706567897299,0.182570619003551
HLA-E,HLA-L,0.198072790019654,0.157493882615742
HLA-L,HLA-E,0.198072790019654,0.157493882615742
HLA-E,HLA-N,0.114695602528347,0.168080837618484
HLA-N,HLA-E,0.114695602528347,0.168080837618484
HLA-E,HLA-S,0.310326480816622,0.350334985235589
HLA-S,HLA-E,0.310326480816622,0.350334985235589
HLA-E,HLA-V,0.214161895666404,0.235152652571016
HLA-V,HLA-E,0.214161895666404,0.235152652571016
HLA-E,HLA-W,0.211582331023161,0.212228195006184
HLA-W,HLA-E,0.211582331023161,0.212228195006184
HLA-E,HLA-Y,0,NaN
HLA-Y,HLA-E,0,NaN
HLA-E,MICB,0.124026780643889,0.158013027920209
MICB,HLA-E,0.124026780643889,0.158013027920209
HLA-E,TAP1,0.0877065186607063,0.124889384185628
TAP1,HLA-E,0.0877065186607063,0.124889384185628
HLA-E,TAP2,0.12999588254384,0.145987175212735
TAP2,HLA-E,0.12999588254384,0.145987175212735
HLA-F,CYP2D6,0.347488700771572,0.320578911124539
CYP2D6,HLA-F,0.347488700771572,0.320578911124539
HLA-F,HLA-C,0.535678129823528,0.353286860940828
HLA-C,HLA-F,0.535678129823528,0.353286860940828
HLA-F,HLA-DMB,0.240496853568525,0.208460848773867
HLA-DMB,HLA-F,0.240496853568525,0.208460848773867
HLA-F,HLA-DPB1,0.612899619504862,0.473758337417915
HLA-DPB1,HLA-F,0.612899619504862,0.473758337417915
HLA-F,HLA-DPB2,0.268358475292313,0.267982975400219
HLA-DPB2,HLA-F,0.268358475292313,0.267982975400219
HLA-F,HLA-DRB3,0.267817525649926,0.223699923929971
HLA-DRB3,HLA-F,0.267817525649926,0.223699923929971
HLA-F,HLA-DRB4,0.223608698759257,0.262005021860486
HLA-DRB4,HLA-F,0.223608698759257,0.262005021860486
HLA-F,HLA-DRB5,0.217768430758829,0.208028427148075
HLA-DRB5,HLA-F,0.217768430758829,0.208028427148075
HLA-F,HLA-L,0.32504494116277,0.376393559938514
HLA-L,HLA-F,0.32504494116277,0.376393559938514
HLA-F,HLA-N,0.214102739418114,0.268292661872037
HLA-N,HLA-F,0.214102739418114,0.268292661872037
HLA-F,HLA-S,0.511407451593503,0.573732375397558
HLA-S,HLA-F,0.511407451593503,0.573732375397558
HLA-F,HLA-V,0.637674133527917,0.559019778351754
HLA-V,HLA-F,0.637674133527917,0.559019778351754
HLA-F,HLA-W,0.583179265886995,0.448911843306396
HLA-W,HLA-F,0.583179265886995,0.448911843306396
HLA-F,HLA-Y,0,NaN
HLA-Y,HLA-F,0,NaN
HLA-G,CYP2D6,0.387217157369493,0.34297696212906
CYP2D6,HLA-G,0.387217157369493,0.34297696212906
HLA-G,HLA-B,0.634433671388362,0.403988660532637
HLA-B,HLA-G,0.634433671388362,0.403988660532637
HLA-G,HLA-C,0.565676730889462,0.366127944279845
HLA-C,HLA-G,0.565676730889462,0.366127944279845
HLA-G,HLA-DMB,0.292789162997302,0.263273845941562
HLA-DMB,HLA-G,0.292789162997302,0.263273845941562
HLA-G,HLA-DOA,0.418400643451609,0.2700753016233
HLA-DOA,HLA-G,0.418400643451609,0.2700753016233
HLA-G,HLA-DOB,0.272738166492297,0.269924051790026
HLA-DOB,HLA-G,0.272738166492297,0.269924051790026
HLA-G,HLA-DPB1,0.622682006143615,0.457441140229309
HLA-DPB1,HLA-G,0.622682006143615,0.457441140229309
HLA-G,HLA-DPB2,0.306845774922216,0.315032192265292
HLA-DPB2,HLA-G,0.306845774922216,0.315032192265292
HLA-G,HLA-DQA2,0.320752198021509,0.259848829348223
HLA-DQA2,HLA-G,0.320752198021509,0.259848829348223
HLA-G,HLA-DQB1,0.520512807157531,0.357865591032924
HLA-DQB1,HLA-G,0.520512807157531,0.357865591032924
HLA-G,HLA-DQB2,0.306442262963418,0.25354772285739
HLA-DQB2,HLA-G,0.306442262963418,0.25354772285739
HLA-G,HLA-DRA,0.405851116298224,0.255020934602455
HLA-DRA,HLA-G,0.405851116298224,0.255020934602455
HLA-G,HLA-DRB1,0.605611242809271,0.438559042461455
HLA-DRB1,HLA-G,0.605611242809271,0.438559042461455
HLA-G,HLA-DRB3,0.288265891022599,0.218623265500276
HLA-DRB3,HLA-G,0.288265891022599,0.218623265500276
HLA-G,HLA-DRB4,0.260845576352626,0.217653178476345
HLA-DRB4,HLA-G,0.260845576352626,0.217653178476345
HLA-G,HLA-DRB5,0.243858455586363,0.250090573163077
HLA-DRB5,HLA-G,0.243858455586363,0.250090573163077
HLA-G,HLA-E,0.286008650231606,0.269028197089922
HLA-E,HLA-G,0.286008650231606,0.269028197089922
HLA-G,HLA-F,0.753105637793831,0.386292571815291
HLA-F,HLA-G,0.753105637793831,0.386292571815291
HLA-G,HLA-H,0.814764395214647,0.583673822213357
HLA-H,HLA-G,0.814764395214647,0.583673822213357
HLA-G,HLA-K,0.670406378222882,0.712684156244623
HLA-K,HLA-G,0.670406378222882,0.712684156244623
HLA-G,HLA-L,0.392969321128466,0.406015847023542
HLA-L,HLA-G,0.392969321128466,0.406015847023542
HLA-G,HLA-N,0.216726086697248,0.449624459530229
HLA-N,HLA-G,0.216726086697248,0.449624459530229
