HLA_allele,KIR_allele,Pearson_r,p_value,p_value_PC_adjusted,bootstrap_CI_lower,bootstrap_CI_upper,bootstrap_sign_stability,bootstrap_pval,corr_tag,empirical_p_value,p_value_corrected,permutation_p_value,split_sample_replication_rate
HLA-F*01,TRAJ52*01,0.6902025650524708,9.543159145467769e-05,0.00029047619824175273,0.4165484955906317,0.8642320055741785,0.999,0.001,HLA_vs_TCR,0.0196,0.0004580716389824529,0.02162421912542047,0.3333333333333333
HLA-DOB*01,TRBV5-1*01,0.6894057752878653,9.796130161166604e-05,0.02096713904844176,0.16050744101391873,0.894075113559507,0.995,0.005,HLA_vs_TCR,0.0199,0.00046761637896397496,0.022104757328207592,0.5
HLA-F*01,TRAV13-2*01,0.6889152520991211,9.954788858556937e-05,0.017795690794460712,0.3366462563735442,0.8539498709371366,0.999,0.001,HLA_vs_TCR,0.02,0.00047257898757105464,0.022104757328207592,0.25
HLA-U*01,TRDJ2*01,0.6880630349365896,0.00010235829272282899,0.010759013956873571,0.4592060018673871,0.824719697137653,1.0,0.0,HLA_vs_TCR,0.0201,0.00048063893974197963,0.022104757328207592,0.5
HLA-F*01,TRBV12-2*01,0.688080647478465,0.00010229951053996364,0.011775672564160363,0.5065918169054818,0.877851462887666,1.0,0.0,HLA_vs_TCR,0.0201,0.00048063893974197963,0.022104757328207592,0.0
HLA-DOB*01,TRAJ30*01,0.6870374167474679,0.00010583308138753991,0.010019629783847107,0.052385543815163436,0.9043791931205216,0.983,0.017,HLA_vs_TCR,0.0206,0.0004890808678552635,0.022104757328207592,0.0
HLA-F*01,TRBV18*01,0.68703124319768,0.00010585430820478502,0.006950300633366857,0.48471196760605817,0.8711898308409036,1.0,0.0,HLA_vs_TCR,0.0206,0.0004890808678552635,0.022104757328207592,0.4
HLA-K*01,TRBJ1-4*01,0.6872539059833486,0.00010509108401142038,0.004729748569284174,0.14680746802904313,0.8767025466223481,0.992,0.008,HLA_vs_TCR,0.0206,0.0004890808678552635,0.022104757328207592,0.4
HLA-DOB*01,TRAJ61*01,0.6867988968436078,0.0001066559287437948,0.02190132112770446,0.331817227493786,0.8806145099358329,1.0,0.0,HLA_vs_TCR,0.0207,0.0004901634172055251,0.022104757328207592,0.2857142857142857
TAP2*02,TRAV21*01,-0.6866164649200804,0.00010728908312937695,0.0004445510115501282,-0.8455270064269991,-0.43110147183058645,1.0,0.0,HLA_vs_TCR,0.0207,0.000490464380020009,0.022104757328207592,0.9305555555555556
HLA-K*01,TRAJ4*01,0.6863257094114653,0.00010830503602555529,0.0012122531817177805,0.15093172238650024,0.8676308340351,0.995,0.005,HLA_vs_TCR,0.0209,0.0004925029006635777,0.022104757328207592,0.1
HLA-K*01,TRAJ36*01,0.6860696464235156,0.00010920677691617878,0.0010837837163705703,0.29347825906418296,0.8595256432985134,1.0,0.0,HLA_vs_TCR,0.021,0.0004927237963303483,0.022104757328207592,0.25
HLA-J*01,TRBV28*01,0.6859884262765733,0.0001094941769622996,0.004931562180496514,0.40399030396484154,0.8757263092737869,1.0,0.0,HLA_vs_TCR,0.021,0.0004927237963303483,0.022104757328207592,0.125
HLA-F*01,TRGV5P*02,0.6856385061403699,0.00011074001477191679,0.04101546218935119,0.1690024782066596,0.8932143430223276,0.994,0.006,HLA_vs_TCR,0.0212,0.000494569830416581,0.022104757328207592,0.8
HLA-DOB*01,TRDJ4*01,0.6855521898718974,0.00011104924432964899,0.04571007872754913,0.17953570714195405,0.8995364509677822,0.998,0.002,HLA_vs_TCR,0.0213,0.000494569830416581,0.022104757328207592,0.0
HLA-DRB1*04,TRAV35*02,-0.6851956061208068,0.00011233478961166301,0.010290183085952562,-0.8583414985178542,-0.18484612785053642,0.994,0.006,HLA_vs_TCR,0.0214,0.0004977295293562915,0.022104757328207592,
HLA-L*01,TRAJ1*01,0.6849292260650144,0.00011330367186340727,0.005480816238393872,0.43948291374344656,0.8697431368028127,1.0,0.0,HLA_vs_TCR,0.0215,0.0004994610841325708,0.022585295530994715,0.3333333333333333
HLA-U*01,TRAV12-1*01,0.6845804118102845,0.00011458351172742883,0.012492874285069344,0.44179268346667305,0.840082446530353,1.0,0.0,HLA_vs_TCR,0.0216,0.0005000007784469622,0.023065833733781835,0.25
HLA-K*01,TRDJ3*01,0.6847354406955425,0.00011401312928285458,0.007491080659420108,0.30852188044325995,0.8969007729999775,1.0,0.0,HLA_vs_TCR,0.0215,0.0005000007784469622,0.023065833733781835,0.0
HLA-F*01,TRBJ2-5*01,0.6842707716885054,0.00011573026818659175,0.021136984953854975,0.25055440114149247,0.8665378989534215,0.999,0.001,HLA_vs_TCR,0.0217,0.0005024670940362577,0.023065833733781835,0.42857142857142855
HLA-DMB*01,TRAJ23*01,0.6835400525552182,0.00011847665981402459,0.00018379982694609489,0.40431905462893086,0.8889714901964526,1.0,0.0,HLA_vs_TCR,0.022,0.0005118191703965862,0.023065833733781835,0.5
TAP1*01,TRAJ58*01,0.6833785072943822,0.00011909151360278961,0.0441682678943376,0.3384032003004265,0.875029450973682,1.0,0.0,HLA_vs_TCR,0.022,0.0005119157599642299,0.023546371936568958,1.0
HLA-DMB*01,TRAV7*01,0.682621809694994,0.00012200912676762811,3.494971053650576e-05,0.552379548743286,0.8887587628161372,1.0,0.0,HLA_vs_TCR,0.0221,0.000521860819441736,0.023546371936568958,0.5
HLA-DOB*01,TRBV25-1*01,0.6818111754119375,0.00012520435388491697,0.029596447267400045,0.010210906159026364,0.9242999998181457,0.977,0.023,HLA_vs_TCR,0.0223,0.0005297387696599357,0.023546371936568958,0.14285714285714285
HLA-DMA*01,TRBV28*01,0.6818661011192589,0.00012498555345567854,0.007378883941949069,0.44511390421361946,0.8620277242092829,1.0,0.0,HLA_vs_TCR,0.0223,0.0005297387696599357,0.023546371936568958,0.2
HLA-DRA*01,TRDJ1*01,0.6815365381786768,0.00012630345665503096,0.0010565745735337908,0.3898519888716064,0.8798870672297735,1.0,0.0,HLA_vs_TCR,0.0227,0.0005297387696599357,0.026429601153291685,0.8
HLA-DQA2*01,TRDD2*01,0.681562066977915,0.00012620093316325154,3.0460052941923052e-05,0.31632612397329507,0.8497874431740747,0.999,0.001,HLA_vs_TCR,0.0227,0.0005297387696599357,0.025468524747717443,0.5714285714285714
HLA-DMB*01,TRAJ44*01,0.6813240897738095,0.00012715949582019545,0.00044268025542940884,0.4822276979093455,0.8853366908075593,1.0,0.0,HLA_vs_TCR,0.0229,0.0005307526782060332,0.026429601153291685,0.3
HLA-J*01,TRAV12-3*01,0.6805298854887724,0.00013040506662021913,0.028398479507439945,0.38822324105756695,0.8840484715756796,1.0,0.0,HLA_vs_TCR,0.023,0.0005416825844224487,0.026429601153291685,0.0
MICB*002,TRAV8-7*01,0.6800505010426324,0.00013239919240068987,0.026361647729304903,0.3973941278159553,0.8524859722016462,1.0,0.0,HLA_vs_TCR,0.0235,0.0005473344604506989,0.026429601153291685,0.5423728813559322
TAP2*02,TRAV21*02,0.6796904199886182,0.0001339146433657044,0.0023178979215499186,0.3901643652683235,0.8452166315451216,0.997,0.003,HLA_vs_TCR,0.0235,0.0005509631041331839,0.026429601153291685,0.96
HLA-DMB*01,TRAV39*01,0.6788826485090645,0.00013736990860059597,0.0006984619277176251,0.42285301279298826,0.8694340314220923,1.0,0.0,HLA_vs_TCR,0.0243,0.000562500478819502,0.02691013935607881,0.0
HLA-DMB*01,TRAJ50*01,0.6786131872433092,0.00013853985540402484,0.00021434094588451634,0.4017945743335214,0.8804928570636703,1.0,0.0,HLA_vs_TCR,0.0244,0.0005646152597597994,0.02691013935607881,0.5
HLA-DOB*01,TRAJ54*01,0.6784026519444206,0.00013946004844650196,0.020961368450789563,0.45487615160382,0.8418412069393079,1.0,0.0,HLA_vs_TCR,0.0245,0.000565697097923839,0.02691013935607881,0.5
HLA-K*01,TRAV4*01,0.6777397789822825,0.00014239249939197263,0.01696113219613327,0.09723780578922185,0.8612252428032369,0.99,0.01,HLA_vs_TCR,0.0247,0.000572219160347276,0.02691013935607881,0.2
HLA-L*01,TRBV26*01,0.6778845134369031,0.00014174762854987118,0.042308700952350224,0.32047021593337854,0.9160024688205802,1.0,0.0,HLA_vs_TCR,0.0247,0.000572219160347276,0.02691013935607881,0.4444444444444444
HLA-F*01,TRAJ43*01,0.6772814929971663,0.0001444514673712255,0.0008396306478966229,0.3770746675073954,0.8731101588722905,1.0,0.0,HLA_vs_TCR,0.0249,0.0005751431696255246,0.02691013935607881,0.3333333333333333
HLA-DMB*01,TRAV17*01,0.6773249916420065,0.0001442549201498255,0.00044735792783305464,0.4652296086183541,0.8511851099177408,1.0,0.0,HLA_vs_TCR,0.0249,0.0005751431696255246,0.02691013935607881,0.8333333333333334
HLA-J*01,TRAV18*01,0.6766446336680602,0.00014735618439534965,0.00031998173217474997,0.4582696394358404,0.8253419236810449,1.0,0.0,HLA_vs_TCR,0.025,0.0005840171711815692,0.02739067755886593,1.0
HLA-K*01,TRBV6-8*01,0.6762683822173865,0.0001490962974949653,0.00154475578323655,0.0011119004236855997,0.8793724049411915,0.975,0.025,HLA_vs_TCR,0.0251,0.0005882155298431508,0.02739067755886593,0.25
TAP1*01,TRAJ10*01,0.6760457914181961,0.0001501342348434878,0.0094121664709827,0.4275844313394164,0.8795768953216251,1.0,0.0,HLA_vs_TCR,0.0253,0.0005896180859307884,0.02787121576165305,0.0
HLA-K*01,TRBJ1-5*01,0.6758554317079489,0.00015102691358058742,0.008034985501725565,0.13841076220814397,0.8752857064992166,0.992,0.008,HLA_vs_TCR,0.0254,0.0005904400603331562,0.02787121576165305,0.0
TAP1*01,TRGJP1*01,0.6745066979631349,0.00015748649402115987,0.03757685553901913,0.21047677769197853,0.8685331828148255,0.995,0.005,HLA_vs_TCR,0.0261,0.0006110862287195826,0.02787121576165305,0.42857142857142855
HLA-DOB*01,TRAV11*01,0.6744583506594214,0.00015772248727368858,0.026969572451446072,0.20334513627297082,0.922034475884191,1.0,0.0,HLA_vs_TCR,0.0261,0.0006110862287195826,0.02787121576165305,0.4
HLA-DMA*01,TRAJ33*01,0.6741280233176732,0.00015934321754130192,0.003575490568558594,0.4418664807988235,0.8879379253421157,1.0,0.0,HLA_vs_TCR,0.0261,0.0006118779553585993,0.02787121576165305,0.0
HLA-DOB*01,TRAJ27*01,0.6741797629286942,0.00015908839764903994,0.004628172675686295,0.008346483542811154,0.8942585849621145,0.978,0.022,HLA_vs_TCR,0.0261,0.0006118779553585993,0.02787121576165305,0.3333333333333333
HLA-DOB*01,TRDD1*01,0.6738668428874964,0.0001606350267626597,0.03502065841553141,0.2753806549194653,0.888084398996374,1.0,0.0,HLA_vs_TCR,0.0264,0.0006141091288625574,0.02787121576165305,0.25
HLA-J*01,TRAV11*01,0.6736251047770864,0.00016183886616330696,0.004258206657370419,0.3757818724110394,0.8583209860967813,1.0,0.0,HLA_vs_TCR,0.0265,0.0006159858165863314,0.02787121576165305,0.25
HLA-U*01,TRBV12-1*01,0.6726700619408531,0.00016667281152491525,0.01010474806421064,0.4198218297612935,0.817483884155922,1.0,0.0,HLA_vs_TCR,0.027,0.0006243025502285041,0.02787121576165305,0.5
HLA-F*01,TRAV40*01,0.6726566769624662,0.0001667414512374913,0.0008558228505345415,0.2667049912826001,0.8631218533959518,1.0,0.0,HLA_vs_TCR,0.027,0.0006243025502285041,0.02787121576165305,0.4444444444444444
HLA-K*01,TRAV22*01,0.6726230071988055,0.0001669142234985931,0.002342612910522274,0.2070616384779554,0.8776343671031129,0.999,0.001,HLA_vs_TCR,0.027,0.0006243025502285041,0.02787121576165305,0.2
TAP1*01,TRDD1*01,0.6728862934627199,0.00016556738631266668,0.02168627658632697,0.3967825896869027,0.8724961167110119,1.0,0.0,HLA_vs_TCR,0.0269,0.0006243025502285041,0.02787121576165305,0.7142857142857143
HLA-L*01,TRAV5*01,0.6720087499866851,0.00017009394012219877,0.023998130347786428,0.38807322394030985,0.9042610432288335,1.0,0.0,HLA_vs_TCR,0.027,0.0006307346105818872,0.028351753964440174,0.25
HLA-F*01,TRDJ2*01,0.6721227273166986,0.00016949994447920457,0.023480091174054172,0.25509462582484205,0.8778740967561784,0.998,0.002,HLA_vs_TCR,0.027,0.0006307346105818872,0.02787121576165305,0.3333333333333333
HLA-DOB*01,TRAV24*01,0.67152485852304,0.00017263616436638036,0.00016940337059268338,-0.008992643096561519,0.8913163127072776,0.972,0.028,HLA_vs_TCR,0.0271,0.0006374258376604814,0.028832292167227293,0.2857142857142857
HLA-F*01,TRBJ1-4*01,0.6711943164221151,0.00017439186552472267,0.03785998133953681,0.3942244446897138,0.896175145131815,1.0,0.0,HLA_vs_TCR,0.0274,0.0006411683906951505,0.028832292167227293,0.5
HLA-L*01,TRBV3-1*01,0.6705152448683135,0.0001780480877547524,0.010323400699726794,0.15195900744502738,0.8641043557078737,0.995,0.005,HLA_vs_TCR,0.0278,0.0006518370670343477,0.028832292167227293,0.6
HLA-DOA*01,TRAJ12*01,0.670242868716088,0.0001795334116358791,0.014168052661247637,0.32752327128347986,0.8604388517217476,1.0,0.0,HLA_vs_TCR,0.028,0.0006545015512801667,0.028832292167227293,0.3333333333333333
HLA-DOA*01,TRAJ2*01,0.669773105198185,0.00018212071025169938,0.006176919052995597,0.4802610999460666,0.8827671911782996,1.0,0.0,HLA_vs_TCR,0.0284,0.0006611440909977659,0.029312830370014416,0.25
HLA-DMB*01,TRBJ2-2*01,0.6694502496105519,0.00018391781888616433,0.0022694240551078605,0.42899970389258746,0.8626733478308548,1.0,0.0,HLA_vs_TCR,0.0286,0.0006629091972111279,0.029793368572801536,0.25
HLA-DMB*01,TRGV10*02,0.6694102687933403,0.00018414144366975775,0.0020514467805952084,0.34185975495675214,0.8812355780173806,1.0,0.0,HLA_vs_TCR,0.0286,0.0006629091972111279,0.029793368572801536,0.6
HLA-DQA2*01,TRGV11*01,0.6688079899078943,0.00018753917783468973,0.00046728933902632336,0.46155967170128953,0.8284107978918139,1.0,0.0,HLA_vs_TCR,0.0289,0.0006723396251002984,0.029793368572801536,1.0
HLA-DOB*01,TRBV6-7*01,0.6685573867548006,0.0001889690825104757,0.030017205045853583,0.44222214564086426,0.8418226867193044,1.0,0.0,HLA_vs_TCR,0.0291,0.0006746664764010372,0.029793368572801536,0.5
HLA-L*01,TRAJ4*01,0.6684036713779147,0.00018985088775690513,0.0018983733688044974,0.4655442322279642,0.8877313185452075,1.0,0.0,HLA_vs_TCR,0.0292,0.0006750253786912182,0.03027390677558866,0.6666666666666666
HLA-F*01,TRAV2*01,0.6680390105796693,0.0001919572687898764,0.005991581404600384,0.28808677231182356,0.8530188049609114,0.998,0.002,HLA_vs_TCR,0.0295,0.0006797175419444804,0.03027390677558866,0.3333333333333333
HLA-DOB*01,TRAJ29*01,0.667203655245412,0.00019686000268552553,0.007805322489032212,0.03297146409489312,0.8902307337785759,0.981,0.019,HLA_vs_TCR,0.0297,0.0006914107411394067,0.03027390677558866,0.4
HLA-J*01,TRAJ9*01,0.6672767376972039,0.00019642673569559538,0.0034033381262421553,0.3529124056805485,0.8567118787032485,0.999,0.001,HLA_vs_TCR,0.0296,0.0006914107411394067,0.03027390677558866,0.6
HLA-DOB*01,TRAJ4*01,0.666649366330084,0.00020017348238599388,0.03626042184925403,0.027934697516035684,0.898175543370881,0.981,0.019,HLA_vs_TCR,0.0298,0.0007002019788724644,0.030754444978375782,0.2
HLA-DQA2*01,TRAV8-1*01,0.6663370196942191,0.00020206213323989446,0.0025812519821242063,0.33892568674407825,0.8341736800013233,1.0,0.0,HLA_vs_TCR,0.03,0.000703958399674471,0.030754444978375782,0.45454545454545453
HLA-DOB*01,TRBV5-6*01,0.6659714194605638,0.00020429263699794052,0.0068907814197483805,0.06310964424267003,0.883883637090551,0.986,0.014,HLA_vs_TCR,0.0301,0.000708870836812131,0.030754444978375782,0.375
HLA-K*01,TRAJ60*01,0.6657857439859187,0.00020543368066937474,0.003545422736096162,0.33977345570952894,0.8680662575597105,1.0,0.0,HLA_vs_TCR,0.0302,0.0007099788003933591,0.030754444978375782,0.2857142857142857
TAP1*01,TRAJ5*01,0.6655370651402592,0.00020697066057580264,0.015299455884223186,0.2760173802722799,0.8672780920736401,0.999,0.001,HLA_vs_TCR,0.0303,0.0007124408395916076,0.030754444978375782,0.8181818181818182
HLA-K*01,TRAV2*01,0.6651547583898968,0.00020935321647777623,0.006381041103296141,0.29714184362781826,0.84936637635784,0.999,0.001,HLA_vs_TCR,0.0304,0.0007177024805704157,0.0312349831811629,0.0
HLA-DOA*01,TRAJ10*01,0.6649377663175898,0.00021071619783953502,0.014569091811222436,0.4137270307902451,0.8588374158717377,1.0,0.0,HLA_vs_TCR,0.0304,0.0007177024805704157,0.032196059586737144,0.3333333333333333
HLA-G*01,TRBV6-7*01,0.6648941281007233,0.00021099123850102497,0.012315160253484173,0.35710754448490667,0.860864295116735,1.0,0.0,HLA_vs_TCR,0.0304,0.0007177024805704157,0.032196059586737144,1.0
HLA-DMA*01,TRBJ1-3*01,0.6637947766454687,0.0002180248739488092,0.004228814021441856,0.37189596305829736,0.820707449100186,0.999,0.001,HLA_vs_TCR,0.0307,0.0007358339495772311,0.032196059586737144,0.75
HLA-DRA*01,TRAJ23*01,0.6638671082271723,0.00021755585825938695,0.0005729350115016626,0.2647582266310295,0.8663828753142899,1.0,0.0,HLA_vs_TCR,0.0307,0.0007358339495772311,0.032196059586737144,0.5555555555555556
HLA-U*01,TRAJ4*01,0.6635060563619615,0.0002199058527365044,0.00536349978880382,0.45099245225573215,0.8116785227857092,1.0,0.0,HLA_vs_TCR,0.0307,0.000739294384297042,0.032196059586737144,0.5
HLA-K*01,TRAV11*01,0.6628072261817475,0.00022451767349806356,0.001997850719123052,0.337364220997978,0.8956579720680623,1.0,0.0,HLA_vs_TCR,0.031,0.0007518731391563059,0.03267659778952427,0.2
HLA-C*04,TRAJ21*01,-0.6624788514413525,0.00022671386188248324,7.689511073796775e-05,-0.8333117404259933,-0.4310323842273783,1.0,0.0,HLA_vs_TCR,0.0311,0.0007562964350056583,0.03267659778952427,0.0
HLA-DOB*01,TRAJ55*01,0.6619863571680162,0.0002300429978197958,0.0264112501273435,0.3830344045088727,0.8310088198486106,1.0,0.0,HLA_vs_TCR,0.0312,0.0007644505773703983,0.03267659778952427,0.6666666666666666
HLA-J*01,TRAJ7*01,0.6614051165845466,0.0002340271071163945,0.0023313580215031647,0.34105150490409913,0.8651305571357926,0.999,0.001,HLA_vs_TCR,0.0313,0.0007747104235577198,0.03267659778952427,0.8
HLA-DMA*01,TRAJ1*01,0.6605537712521201,0.00023997180066520851,0.005308315952049378,0.31961919799915584,0.841327699122447,1.0,0.0,HLA_vs_TCR,0.0316,0.0007899853410009626,0.03267659778952427,0.5714285714285714
HLA-DMA*01,TRBJ1-4*01,0.660483255316881,0.00024047007486487635,0.00465446276458619,0.2941101084307077,0.8386885765182484,1.0,0.0,HLA_vs_TCR,0.0316,0.0007899853410009626,0.03315713599231139,1.0
TAP1*01,TRAJ44*01,0.6601193126564011,0.00024305618076651727,0.04555480447224171,0.2269926474892171,0.9076752790841361,0.999,0.001,HLA_vs_TCR,0.0319,0.0007924548686123431,0.03363767419509851,0.2857142857142857
HLA-L*01,TRAV26-2*01,0.6601415936991192,0.00024289715856561138,0.018895183501571437,0.17813002499583525,0.901373279758853,0.998,0.002,HLA_vs_TCR,0.0319,0.0007924548686123431,0.03363767419509851,0.875
HLA-L*01,TRAJ33*01,0.6598211550627284,0.0002451929591271356,0.04614139112332567,0.4348238686419626,0.8765495375852104,1.0,0.0,HLA_vs_TCR,0.0322,0.0007964162281422751,0.03459875060067275,0.6666666666666666
HLA-DMB*01,TRBV5-4*01,0.6593901760730628,0.00024831070434167614,0.0003662402421571723,0.32789461746036297,0.8607101924655526,1.0,0.0,HLA_vs_TCR,0.0326,0.0007996889088403734,0.03459875060067275,0.3333333333333333
HLA-J*01,TRAV25*01,0.6592986566181334,0.0002489772181459033,0.017235469995037174,0.3899813975501117,0.8528423963424866,1.0,0.0,HLA_vs_TCR,0.0326,0.0007996889088403734,0.03459875060067275,0.3333333333333333
HLA-G*01,TRGVA*01,0.6594758001877964,0.0002476885408321546,0.0030093449511118895,0.3925377436182726,0.8325693433175447,1.0,0.0,HLA_vs_TCR,0.0325,0.0007996889088403734,0.03459875060067275,0.75
HLA-DQA2*01,TRDD1*01,0.6588544845923123,0.0002522343275797378,0.0006823950120636781,0.3098785084433463,0.8280921767415402,0.999,0.001,HLA_vs_TCR,0.0328,0.0008071498482551609,0.03459875060067275,0.4
HLA-K*01,TRAV19*01,0.6586287793279961,0.0002539036794557167,0.0037432120808471602,0.14429504205975602,0.8552535156086005,0.992,0.008,HLA_vs_TCR,0.0332,0.0008094936496300342,0.03459875060067275,0.42857142857142855
HLA-DOB*01,TRAJ19*01,0.6581982608445041,0.0002571147162385612,0.021855451600018682,0.21994901425309457,0.851910563498308,0.994,0.006,HLA_vs_TCR,0.0336,0.0008167173339342532,0.03459875060067275,0.2
HLA-F*01,TRAJ50*01,0.6579675187384569,0.00025885031074177484,0.0010392365065907835,0.3579812447796445,0.8446807729394907,1.0,0.0,HLA_vs_TCR,0.0338,0.0008192185658640787,0.03459875060067275,0.5
HLA-U*01,TRAJ23*01,0.6569372912251148,0.00026672527691715695,0.0003337448582543107,0.298545242483947,0.8419768376177618,1.0,0.0,HLA_vs_TCR,0.0342,0.0008410607272132248,0.035559827006247,0.8571428571428571
HLA-F*01,TRAJ59*01,0.6565955895380409,0.00026938314079218026,0.03665340646317014,0.3052774333609288,0.8372124206544042,1.0,0.0,HLA_vs_TCR,0.0342,0.0008433215466588539,0.035559827006247,0.5
TAP1*01,TRAJ49*01,0.656371973397084,0.0002711350254526292,0.008519525135977332,0.25255757077999275,0.9015429972040168,0.999,0.001,HLA_vs_TCR,0.0343,0.0008433215466588539,0.035559827006247,0.0
HLA-U*01,TRDJ4*01,0.6565574942223563,0.00026968089011725666,0.015467976010560512,0.4008260042155975,0.822928904990675,1.0,0.0,HLA_vs_TCR,0.0342,0.0008433215466588539,0.035559827006247,0.6666666666666666
HLA-F*01,TRBV12-1*01,0.6563450636878263,0.00027134651617032567,0.015439514851505912,0.364688757090296,0.8535396408159984,1.0,0.0,HLA_vs_TCR,0.0343,0.0008433215466588539,0.035559827006247,0.3333333333333333
TAP1*01,TRBV1*01,0.6555987110281565,0.00027727015378052253,0.01147057638508609,0.25785733114808346,0.8964169749957822,0.999,0.001,HLA_vs_TCR,0.0347,0.0008586430568687149,0.035559827006247,0.0
HLA-K*01,TRBJ2-1*01,0.6554315886994292,0.00027861197295130254,0.0020010524265726133,0.22733866379366696,0.8714893868427974,1.0,0.0,HLA_vs_TCR,0.0349,0.0008597169451068764,0.035559827006247,0.16666666666666666
HLA-F*01,TRBJ2-1*01,0.6550012858138927,0.0002820930524288692,0.02519359581902643,0.32526264838794056,0.8643398969140527,1.0,0.0,HLA_vs_TCR,0.035,0.000864285096803344,0.035559827006247,0.0
HLA-DQA2*01,TRBV12-1*01,0.6550677671944773,0.00028155275520975526,0.00033427821579027207,0.39308073115357534,0.8376432194623733,1.0,0.0,HLA_vs_TCR,0.035,0.000864285096803344,0.035559827006247,0.5
HLA-DOB*01,TRAJ7*01,0.6531800751701177,0.00029725143369441307,0.022101943073435996,0.3591003702095258,0.8299020504843504,1.0,0.0,HLA_vs_TCR,0.036,0.0009024737752226387,0.03604036520903412,0.4444444444444444
HLA-L*01,TRAJ34*01,0.653155795735621,0.0002974582382101735,0.019308975349066247,0.4823290165232412,0.8553218581862095,1.0,0.0,HLA_vs_TCR,0.036,0.0009024737752226387,0.03652090341182124,0.3333333333333333
HLA-K*01,TRBJ2-2*01,0.6531284862396781,0.00029769100224357874,0.004384710495562113,0.3221464663142076,0.8458053182281992,0.999,0.001,HLA_vs_TCR,0.036,0.0009024737752226387,0.03652090341182124,0.7777777777777778
HLA-DQA2*01,TRAJ50*01,0.6523130819313157,0.0003047146636228067,0.0007378890344087259,0.39916684746073977,0.8363853643577625,1.0,0.0,HLA_vs_TCR,0.0361,0.0009173291615683101,0.03700144161460836,0.4
HLA-DMB*01,TRGV5P*02,0.6523445826627732,0.000304440657374281,0.009584526968888809,0.31556774064149345,0.8491646087563415,0.999,0.001,HLA_vs_TCR,0.0361,0.0009173291615683101,0.03652090341182124,0.3333333333333333
HLA-DPA1*02,TRAV1-1*01,0.6519773522656689,0.00030764840648433615,0.025593242532349236,0.40904334854415864,0.8336627434543761,1.0,0.0,HLA_vs_TCR,0.0362,0.0009225365135312309,0.03700144161460836,0.828125
HLA-K*01,TRAV10*01,0.6518713378404433,0.00030857992177144185,0.006890838586308576,0.26747402185670305,0.862769534278359,0.998,0.002,HLA_vs_TCR,0.0362,0.0009225365135312309,0.03748197981739548,0.3333333333333333
HLA-DOB*01,TRBV6-2*01,0.651492698230511,0.0003119270796312687,0.02380846346268886,-0.09372198629094669,0.8939509334326515,0.938,0.062,HLA_vs_TCR,0.0364,0.0009286214910151882,0.03748197981739548,0.0
HLA-DOB*01,TRBJ2-6*01,0.6513984805212688,0.00031276487718219883,0.018440982481149615,0.27849476742483487,0.8393065636495183,0.998,0.002,HLA_vs_TCR,0.0365,0.0009286214910151882,0.03748197981739548,0.8333333333333334
HLA-G*01,TRAJ7*01,0.6498969899122634,0.0003263844849592664,0.00864215181430447,0.4768695911530677,0.8193342838817291,1.0,0.0,HLA_vs_TCR,0.0368,0.0009657403938520759,0.037962518020182606,0.3333333333333333
HLA-L*01,TRAV11*01,0.6493731013324773,0.0003312570591126696,0.037458143964328526,0.49023129493972,0.8401992014740814,1.0,0.0,HLA_vs_TCR,0.0371,0.0009768126248237085,0.03844305622296973,0.7
HLA-J*01,TRAJ36*01,0.6488195204919326,0.0003364747757959147,0.017835790836375987,0.3416025902623728,0.8523330437044951,1.0,0.0,HLA_vs_TCR,0.0372,0.0009888238309104433,0.038923594425756845,1.0
HLA-F*01,TRAV22*01,0.6477261664052382,0.00034699148946301526,0.020416106680751934,0.3106643705372668,0.8778508976907491,0.999,0.001,HLA_vs_TCR,0.0375,0.0010162733793086277,0.03940413262854397,0.3333333333333333
HLA-K*01,TRBD1*01,0.6469119701923501,0.0003550085473396661,0.00836173012005117,0.26288301889470134,0.8621864256171854,0.999,0.001,HLA_vs_TCR,0.0381,0.0010327521377153923,0.040365209034118214,0.2
HLA-DOB*01,TRBV4-1*01,0.6470100391890768,0.00035403440851452893,0.02690157172252889,0.25393802401565035,0.844349089749073,0.993,0.007,HLA_vs_TCR,0.0379,0.0010327521377153923,0.040365209034118214,0.4
HLA-DOA*01,TRAJ54*01,0.6457877458801554,0.00036634411408316197,0.021875271366140234,0.4849836801358887,0.8677231297814062,1.0,0.0,HLA_vs_TCR,0.0387,0.0010585997142737523,0.04084574723690534,0.5
HLA-U*01,TRBV7-4*01,0.645901029516195,0.00036518772954252323,0.003412621852419126,0.4178145014233071,0.8343293637923461,1.0,0.0,HLA_vs_TCR,0.0387,0.0010585997142737523,0.04084574723690534,0.5
HLA-U*01,TRAJ9*01,0.6454912252486371,0.00036938611298511993,0.0032610802361366193,0.23455792633712966,0.8636120693578246,0.996,0.004,HLA_vs_TCR,0.0387,0.0010638320053971454,0.04084574723690534,0.5
HLA-DOB*01,TRAJ49*01,0.6449562071350676,0.00037493069894406245,0.026230474311792155,0.02774107737412628,0.9043439157055162,0.983,0.017,HLA_vs_TCR,0.0387,0.0010762130361716608,0.04132628543969245,0.5
HLA-K*01,TRDD2*01,0.6447990193334082,0.00037657344411714286,0.037780164635184056,0.2467542941308769,0.8539349641642314,1.0,0.0,HLA_vs_TCR,0.0387,0.0010773491911165941,0.04132628543969245,0.4
