,HG02309,HG01883,HG03103,NA19114,HG02703,NA19238,NA18913,NA19403,HG03307,HG02111,HG02143,NA20348,NA20346,HG03521,HG03476,HG02971,HG03048,NA20127,HG02580,NA20314,HG02307,NA19835,HG02332,HG02595,HG02478,HG01880,NA20357,HG02585,HG02561,NA18520,HG03132,HG02938,HG02634,HG02611,HG02679,HG01915,HG03301,HG01985,HG01879,HG01890,HG03485,HG03171,HG03539,HG03108,HG02010,HG02445,HG03212,HG03393,NA19024,HG02284,HG02266,HG00637,HG01054,HG01259,HG01121,HG00736,HG01453,NA19675,HG01047,HG01992,HG02277,HG01464,HG01412,HG02292,HG01133,HG02274,HG00551,NA19747,HG01465,HG01275,HG01148,HG01577,HG01362,HG01168,HG00739,HG01286,HG01392,HG01967,HG01396,HG01918,HG01108,HG01187,NA19740,HG01571,HG01982,NA19723,HG01119,HG02006,HG02003,HG01311,HG01356,HG01366,NA19735,HG01134,HG01455,HG01048,HG01055,HG01107,HG01344,HG01073,HG00983,HG02081,HG02060,HG01794,NA18944,NA18642,HG00442,NA18989,HG02020,NA18968,HG02180,HG01597,NA18960,NA18555,HG02152,HG02189,HG00404,NA18537,NA18632,HG02182,HG02138,HG00607,NA18553,NA18971,HG02521,HG00565,NA18612,HG01863,HG01815,HG00632,HG02382,HG00759,HG00479,HG00650,NA18980,HG02384,HG02064,HG00702,HG00418,NA18546,HG02087,NA18988,HG00844,HG00530,HG02137,HG00446,NA18566,HG02364,NA18941,HG00657,HG00342,HG02239,HG00255,HG00368,HG00111,HG00274,HG00146,NA12802,HG00365,HG00381,HG00367,HG00120,HG00268,HG01504,HG00173,HG01700,NA20525,HG01512,HG00325,NA20805,HG00338,NA20762,HG00357,HG00141,HG01518,HG00137,HG00125,NA20503,HG01779,HG01680,HG00243,HG00130,HG00252,HG00242,HG00139,HG00254,NA20801,NA10843,HG00361,HG00133,HG01776,NA12890,NA20753,HG00158,HG00278,HG01766,HG02224,NA12891,HG02223,HG00261,HG03816,HG03009,NA21101,HG03856,HG03729,HG03821,HG03784,HG02657,NA21099,HG03753,HG04140,HG03687,HG03709,HG03794,HG02781,HG02684,HG04062,HG03931,NA21102,HG01589,HG02793,HG03812,HG03016,HG03640,HG03645,HG04200,HG03019,HG02688,HG04149,NA20866,HG02490,HG03686,HG03929,HG03746,HG03604,NA21103,HG04039,HG04017,HG03837,HG04020,HG03595,HG02724,HG03976,HG04131,NA20899,HG03882,HG03973,NA20861,HG03854,HG03972
HG02143,6059.5,3206.0,6640.5,1570.0,2963.0,559.5,1135.0,4498.5,10504.5,3412.0,0.0,2701.0,2702.0,3451.5,3815.5,3469.5,1789.0,12442.0,1936.0,1080.0,8175.0,4783.5,5685.0,1801.5,4946.5,6279.0,3084.0,3087.0,612.5,1761.0,1190.0,6635.0,2230.0,10902.5,1629.5,8981.5,1341.0,4033.0,5370.0,535.0,2042.5,6573.5,3128.5,1781.5,6186.0,771.0,4984.5,1983.5,4425.0,14731.5,6821.5,10373.5,8244.0,1857.5,3771.5,6474.5,2359.5,1702.0,5766.5,1895.5,1537.5,6532.5,7231.0,9771.5,1423.5,5860.5,8373.0,2196.5,1852.0,743.5,10872.5,2878.5,6809.0,5171.5,3419.0,2682.5,3742.5,1441.5,10018.5,13385.5,10549.0,2230.0,22293.5,2142.5,11471.0,6858.5,1011.0,1799.5,3996.5,2008.0,6349.0,2970.5,2591.0,1777.0,2191.0,6650.0,10602.0,5002.5,1847.0,11632.5,6625.5,3729.5,1528.5,5684.0,1827.5,1196.5,1733.0,9442.5,1235.5,7267.0,5687.5,3181.5,10150.0,11560.5,8757.5,10969.0,8338.0,8280.5,1788.5,5923.5,6051.5,1692.0,7819.5,1718.5,3652.0,5549.5,722.5,3365.5,7841.5,14292.0,7248.0,1583.5,6228.0,2092.0,2000.0,2815.0,2067.5,12260.0,3941.5,1790.0,1732.0,1763.5,1879.5,1354.5,1390.0,7848.5,7383.0,1310.0,10347.0,2157.5,6975.0,5934.0,6543.0,2105.0,4998.0,6182.5,1459.0,1045.5,1842.5,7126.0,6233.5,2911.0,872.0,1781.5,6364.0,5975.0,11685.0,1623.5,8062.0,2077.0,6053.5,1844.0,5564.0,3689.0,5234.0,5513.0,9924.0,1633.0,5189.0,2343.5,3556.5,6645.5,2033.5,6037.0,5810.5,8382.0,1274.5,3706.5,7770.0,1587.5,6126.5,2066.0,4003.5,1378.5,1846.0,12397.5,6357.5,3031.5,2072.0,7590.5,5248.5,1649.0,2069.5,3422.0,4576.0,2340.0,7430.0,1696.5,5601.5,2432.5,2019.0,1734.5,1875.0,4256.0,2316.0,1895.0,5383.5,1434.0,2369.5,9910.5,1906.5,1424.0,1921.0,6255.0,4157.0,1411.0,1943.5,8137.0,1919.0,1701.0,2081.5,2340.5,1533.0,2160.5,1144.0,5745.0,1642.0,2900.0,6257.5,1575.0,9559.5,1753.0,4906.0,4044.5,1940.0,2261.0,4800.0,2528.5,1162.5,5512.5
NA20348,6254.5,2366.0,3596.5,3382.0,1649.0,1386.0,3259.0,3110.0,12898.0,4558.0,2701.0,0.0,5017.5,13029.0,5237.0,2823.5,1549.5,13264.5,2170.0,3270.5,7395.5,5239.5,2764.0,2249.0,2635.5,2414.5,3642.0,4512.5,1479.0,5715.5,4268.5,6836.0,2847.5,15893.0,8060.5,5364.5,4143.5,2153.0,5285.0,3130.0,3949.5,3615.5,3213.5,3034.5,6395.5,4334.0,3830.0,4928.5,6987.5,11354.5,7228.0,9860.5,9063.5,1806.0,1789.5,5961.5,2235.5,1715.0,3940.5,2243.0,3844.5,4585.0,7840.5,6950.0,1468.5,12943.0,9998.0,2774.0,2049.5,2569.0,9302.0,1642.0,6448.5,5505.0,2555.0,3873.5,3904.0,1568.5,9408.5,12838.5,14873.0,4221.0,18447.5,2057.5,15799.0,12119.5,2932.0,1851.5,4284.0,3528.0,2600.0,2589.0,2087.0,3519.5,2297.0,6855.0,6576.0,4154.0,3112.5,12887.0,2943.0,2191.5,3835.5,4375.0,5512.0,1984.5,2201.0,9327.5,10536.5,13950.5,3181.5,3774.5,10885.5,17909.0,6740.5,12973.5,7692.0,9600.5,2168.0,3391.0,12328.0,2745.0,4183.5,2171.0,4385.0,3621.5,3339.5,5574.0,7167.0,14170.5,2870.0,3774.0,11532.5,4757.5,2227.5,3071.0,2726.5,7028.0,2300.5,2316.0,2418.0,3193.5,3611.5,2348.0,3522.5,4451.5,6993.5,3850.0,7285.0,7023.5,7058.0,11141.0,6756.5,1932.0,5315.5,7164.0,3506.0,2220.0,1598.0,6353.5,2221.5,1313.0,2906.5,2389.0,7867.5,2492.0,8950.0,2069.5,7000.5,2060.0,2802.0,6102.0,1778.0,2270.0,5285.0,5985.5,5024.0,1902.0,3458.5,2094.0,3057.5,7159.0,1959.0,1380.0,1817.0,4076.0,2855.5,3647.0,8247.5,3860.5,3782.5,1702.0,1906.0,3180.0,2539.0,6781.0,3677.0,2972.0,3340.5,8649.5,5260.0,2036.0,10610.0,2063.0,6906.5,2739.5,1709.0,2336.5,10192.0,2060.5,2419.5,2395.5,3499.5,3612.5,2687.5,3924.5,1907.5,6106.0,9741.0,9874.0,15641.5,1507.0,5863.5,8603.0,3625.5,1742.5,3414.5,7328.0,2131.0,2478.0,2062.0,2883.5,3192.5,1750.5,1669.0,2205.0,6929.5,3879.5,7055.0,2407.0,4687.0,1887.0,3257.0,3204.5,1687.0,2048.0,5394.0,2632.0,2119.5,6764.5
NA20346,2909.5,4054.0,14049.0,3168.0,8563.5,2545.0,2698.5,3255.0,5820.0,3244.5,2702.0,5017.5,0.0,3533.5,1226.0,7370.0,2946.0,7523.0,7420.5,2973.5,4422.5,2188.5,3328.5,2889.0,3681.0,3081.0,2995.5,3469.0,8125.0,2992.0,5300.5,1572.0,3328.0,16927.0,10168.5,6428.0,9168.5,4658.5,8166.0,10043.5,2518.0,3509.0,3651.5,2335.0,7095.0,4420.0,3529.5,5798.0,6604.0,6276.5,3898.5,4175.0,2278.5,13230.0,5688.0,7773.0,4695.5,5149.5,4855.0,2841.0,3340.5,7551.0,2110.0,3544.5,3011.0,2899.0,3925.5,1386.5,5559.0,2743.0,10037.5,9543.0,4502.5,10644.0,10448.0,6094.5,3254.0,3115.5,1736.5,8669.5,7396.5,4449.5,12943.5,8311.0,11231.0,2375.0,4226.5,8499.0,6840.0,3174.0,5353.0,2901.0,3444.5,4324.5,5226.5,2576.5,1905.0,1641.0,15807.0,6142.0,3152.5,7938.0,2804.0,2655.0,5003.5,5897.5,2590.5,11544.5,2813.0,4370.0,3024.0,4516.5,7539.0,6509.0,6143.0,11261.0,3871.5,9429.0,4759.0,6956.0,2090.5,3281.5,3413.0,3009.5,10283.5,2073.0,2526.0,1744.5,1161.0,4501.0,4223.5,8360.5,1586.0,3236.5,9905.5,4721.5,7839.0,1443.5,5454.0,4725.5,3227.5,3401.5,8404.5,3447.5,2705.5,3848.5,2692.0,3143.0,2615.0,7937.5,2817.5,1732.5,1904.5,4965.0,8360.5,3827.5,4683.0,2867.0,3120.5,4041.5,3590.5,1607.0,2716.5,2691.0,2054.5,2725.5,3544.5,3949.5,6983.0,3263.5,3837.0,3143.5,4571.5,7517.5,8349.0,1532.5,6690.5,3289.0,3851.5,3283.5,5116.5,1150.0,5115.0,3018.0,3401.5,2535.0,2940.5,2893.0,9309.0,2763.0,3136.5,4754.5,2835.0,2600.0,5736.5,3987.5,3721.5,4570.0,4439.0,1691.0,2502.5,7795.0,3010.0,6426.0,1614.0,7149.5,5201.5,3129.0,2917.5,4919.0,5041.0,2745.5,3131.0,2421.5,8274.0,3510.0,3066.0,2479.5,2479.0,12899.5,5862.5,2900.5,4404.0,1386.5,6961.0,7964.0,9556.0,2264.5,3326.0,2872.5,12686.0,3308.0,5580.5,3268.5,7491.5,3146.0,17836.0,3167.5,1400.5,5614.0,8133.0,3576.5,1035.5,2966.5,4924.5,3461.5,6213.0,4911.5,6422.5,6527.0
HG03521,8804.0,7714.5,17086.0,5747.0,15332.0,1573.0,1896.0,3657.5,12787.5,3223.5,3451.5,13029.0,3533.5,0.0,7550.0,8711.0,1620.5,12989.0,12448.5,3449.5,9501.0,3524.0,2520.0,2000.5,3746.5,2130.0,2543.5,2430.5,1580.0,3778.0,4458.0,6372.0,2630.0,17694.5,9740.5,5386.5,9683.5,2050.5,5424.0,5717.5,3947.5,1661.5,3023.5,5345.5,6200.0,5073.0,1999.0,2922.0,8921.5,11137.5,6734.5,9828.5,6715.0,8470.5,1660.0,14515.5,1972.5,4248.0,3310.0,2244.0,6161.5,8206.5,3488.5,6861.0,1699.5,3147.0,10133.5,2470.5,13285.5,2605.0,9101.0,14446.0,3518.5,10834.5,12358.0,3442.0,4222.0,12552.0,9499.5,12884.0,16017.0,13562.0,18765.0,9810.5,17663.5,10467.5,4080.0,9989.0,13118.5,3700.5,2650.5,2919.0,2083.0,3709.5,2312.0,7042.0,6645.0,5151.0,11166.5,12609.0,5831.0,6962.5,14796.5,1856.5,2435.0,6133.0,1716.5,9038.0,3948.5,7392.5,1904.5,8957.5,10358.5,19820.5,8175.0,20424.0,9410.5,9779.5,1904.0,3043.0,14464.0,2775.0,2330.5,1673.5,2376.0,3387.0,3183.5,5077.5,6965.5,30295.0,10676.5,11927.0,14204.0,2758.0,7447.5,2996.0,7369.5,7072.0,4560.5,2105.0,1903.5,3229.5,3557.5,2165.5,3037.0,3054.0,8410.0,4230.0,7065.5,13280.0,7229.0,6372.0,6629.0,1855.5,10500.0,6940.5,3095.0,2058.5,12685.5,17276.5,2513.5,1636.0,3515.5,5633.0,7888.0,13094.0,10843.0,10016.0,17341.5,2119.0,2674.5,5396.0,2835.0,9350.0,7422.0,5918.5,5280.5,1947.0,16411.0,2052.0,8882.0,6614.0,1600.5,1521.0,1836.0,3746.0,2575.0,2957.0,8029.5,2065.5,3527.5,1654.0,1748.5,5376.0,2430.5,8990.0,3487.0,2765.0,5319.5,8030.5,5227.5,12530.5,6099.0,7086.5,5001.5,2117.5,3940.0,1946.0,6049.0,2003.0,2523.0,1665.5,1951.0,7780.0,10571.5,4300.0,1788.0,5102.0,18134.0,9947.0,11120.5,12654.0,5548.5,8611.0,9392.5,8585.0,16372.0,7356.5,2206.0,2212.5,9081.5,2768.5,4611.0,1761.0,12380.0,2147.0,11858.5,1880.0,6840.0,6158.5,4835.5,12535.5,6920.0,2824.5,1665.5,2506.0,7084.5,4448.5,7700.0,5477.5
HG03476,8378.5,4716.5,9468.5,4741.0,4598.0,3983.0,4460.0,8222.0,7696.5,5738.0,3815.5,5237.0,1226.0,7550.0,0.0,6877.0,4878.5,6321.0,5105.0,4445.5,2320.5,1751.5,9296.5,5110.5,6478.0,9592.0,6405.5,5027.0,3885.5,5203.0,5450.5,1764.0,5408.5,6099.0,11024.0,9838.5,5623.0,7155.5,6677.0,4260.0,4116.5,8763.5,5601.0,4657.5,4974.0,5252.5,6533.0,5446.5,8585.5,10009.5,1651.5,12038.5,1967.0,5240.0,6941.0,7384.0,5223.5,4991.5,9045.5,5274.0,5023.5,7055.5,6057.5,4856.0,4877.0,9063.5,3800.0,1721.5,5017.0,4424.5,14205.0,4893.0,6593.0,5759.5,5449.5,5498.0,7097.0,4805.0,11893.0,8604.0,6090.0,5620.0,14018.5,5353.0,5888.5,2084.5,4469.5,5148.5,7138.5,5089.5,9254.0,6350.0,5612.5,5187.0,5373.5,2483.5,5835.0,4480.0,4940.0,6358.5,9383.0,7112.0,5267.0,9089.0,5058.5,4993.0,4965.5,12817.0,4765.0,8958.5,9114.0,2003.0,5345.5,9071.5,9551.0,6377.5,2450.0,9118.5,5125.0,9295.5,2612.0,5246.0,9760.0,4920.0,5723.5,5670.0,4077.5,1630.5,1484.0,16018.0,8796.0,5095.0,1583.0,5248.0,5129.5,6338.5,5401.0,5660.5,6051.0,5273.5,5070.0,5204.5,5014.0,5021.5,4735.5,9709.5,1463.5,4997.5,5692.0,5555.5,2063.0,2772.0,1846.5,5410.5,8309.0,1597.0,4863.0,4618.0,5152.5,2079.0,9314.0,1309.5,4355.5,5171.5,1608.0,9326.5,3722.0,4846.0,1836.5,5430.5,8688.0,5138.0,8818.5,7293.5,3779.0,628.5,10352.0,5004.5,2446.0,5649.0,7045.0,1848.5,5195.0,8883.5,8997.0,5108.0,4744.0,6994.5,4510.5,5259.0,9528.0,5215.5,7319.0,4747.5,5214.5,6110.0,9523.5,4811.0,5227.0,1639.5,7490.0,4865.5,5277.5,5369.0,7096.5,5549.0,9514.0,4843.0,8939.5,5359.0,5465.5,4794.5,5190.0,1128.0,5810.5,5845.5,8685.0,4701.5,4274.5,10276.5,5362.0,4945.0,6799.0,1552.0,7600.0,4616.5,5146.0,2058.5,5519.5,5257.5,5422.5,5983.5,6148.0,5497.5,4432.5,8805.5,5628.0,5090.5,1369.0,4956.0,6198.5,5266.5,4795.5,7397.5,5273.0,5330.5,1426.0,4460.0,907.0,6088.0
HG02971,4845.0,4852.0,5865.0,3875.0,7248.5,3831.5,3947.0,3463.0,12867.5,5812.0,3469.5,2823.5,7370.0,8711.0,6877.0,0.0,3277.5,15018.5,3979.0,3559.0,10159.5,6673.0,3999.5,3668.0,4519.5,2096.0,1246.0,5473.0,3925.5,3917.5,3721.5,9159.5,4286.0,11795.0,5845.5,7110.0,4127.0,1751.0,6726.5,1535.5,5276.0,5677.0,7382.0,3388.0,8206.0,1448.5,3450.5,5228.5,6026.5,13544.5,8940.5,11939.0,10820.0,2850.5,1567.0,4313.0,4060.0,3839.5,3562.5,3136.5,4001.0,4744.0,4871.5,8005.0,1096.0,3459.5,9234.5,4094.0,3911.5,1174.0,8522.5,4871.0,8478.5,6641.0,7405.5,4681.0,1813.0,6141.5,9450.5,11348.0,9389.0,4248.5,20116.0,5925.0,14260.0,6585.5,1426.5,2513.5,4596.0,3386.0,4000.0,1091.0,3853.5,5967.0,3793.0,7211.0,8756.0,7553.5,2084.0,13785.0,4774.0,3236.5,3902.0,3537.5,1992.5,1224.0,3846.0,7563.0,1336.5,4116.0,3182.0,5396.5,12937.5,15471.0,7070.0,15334.0,10572.0,9944.5,3449.0,4103.0,6261.5,3714.5,5183.0,3824.5,3381.5,3803.5,3597.0,5688.5,9844.5,5348.5,5572.5,5865.5,7870.5,4301.0,5822.0,2035.0,15211.5,11316.0,3501.5,3539.0,4024.5,3385.5,1900.5,4156.5,3914.5,6735.0,10131.0,2190.0,8705.5,4000.5,6461.5,5188.5,8386.5,3087.5,7330.0,8892.5,3584.0,3530.5,3368.5,8477.5,3385.0,2806.0,2817.0,3467.0,8182.0,3572.0,9621.0,5679.0,11994.0,3658.0,3759.5,3521.0,3761.0,1461.0,6783.0,6079.0,7059.5,3454.0,5240.5,3309.5,2703.0,8346.0,3315.5,3781.0,3997.0,7045.0,3380.0,1921.5,9735.0,4097.0,4050.0,4408.5,2084.5,3291.0,4245.5,10252.5,4635.5,4285.5,3608.5,10354.0,8501.5,3924.0,6277.0,5310.0,4857.0,4724.0,4811.0,3796.0,3837.0,3801.5,2588.0,3765.5,3632.5,6419.0,2084.0,3498.5,3576.5,1834.5,2042.5,7722.5,9429.5,4984.5,4155.0,10126.0,3140.0,3483.5,3926.5,10044.0,3539.5,3630.0,3945.0,3762.5,1486.5,3764.5,3946.5,3849.5,3198.5,5052.0,8367.0,3493.0,7728.5,3692.0,1578.0,2210.0,4416.0,1717.0,7397.5,5091.5,3780.0,6752.5
HG03048,7217.0,1360.5,6910.5,2924.5,1787.0,1557.0,1902.5,6186.5,12932.0,2902.0,1789.0,1549.5,2946.0,1620.5,4878.5,3277.5,0.0,12442.5,2042.0,2069.0,6849.5,2934.0,5886.0,1734.5,3542.5,6476.0,3300.5,2511.0,1307.5,2076.0,2778.0,7074.0,2475.0,11249.0,1324.5,9163.5,4359.0,3723.0,4616.0,1857.5,1791.0,5990.0,2394.0,2101.0,4705.5,2976.5,3700.5,2971.5,5132.0,15564.0,7425.5,9722.0,7008.5,1911.5,9993.0,6424.5,1766.5,1777.5,6595.5,1180.0,2459.5,4118.5,7309.5,11540.5,799.5,5760.0,8437.0,2390.0,1947.0,1549.0,10799.0,1355.5,2773.0,6434.5,1893.0,3206.0,4980.5,5953.5,9676.5,13510.0,11962.5,2282.5,22658.0,1720.0,11621.0,7019.0,1162.5,2316.5,4724.5,1936.5,6428.5,3605.0,1562.5,1982.5,1620.5,7619.5,10445.0,3355.5,1415.0,11798.0,6465.0,3916.0,2052.0,5522.5,1965.5,1641.0,1467.0,9901.5,1426.0,4663.0,5288.5,3602.0,10670.0,11622.5,9123.5,11518.5,7266.0,8066.5,1623.5,6325.0,6271.5,2329.0,6383.5,2034.5,1795.5,6282.0,2015.0,4252.5,6175.0,2110.5,5844.0,1863.0,6529.5,2444.5,1851.5,3816.5,6766.5,10528.5,2164.5,1426.5,1818.5,1347.5,1902.0,2191.5,1818.5,6352.0,6501.0,2022.0,11419.0,1967.5,6343.5,5915.5,6727.5,1308.5,5940.0,7008.5,3060.5,1248.0,1148.0,6902.5,5517.0,1162.0,1356.5,1629.5,6472.0,5933.0,10261.5,1742.0,6272.5,1553.5,5102.0,1504.5,5594.5,3618.0,4632.0,6245.5,10022.5,1321.0,4075.0,2226.5,3445.0,6213.5,4208.0,5393.0,5481.0,7122.5,1333.0,5177.0,7736.5,2162.0,6383.5,2185.5,3939.0,1453.0,1769.0,10524.5,7004.0,1442.5,1665.5,6951.5,4304.5,1471.0,1813.0,1625.0,4531.5,6535.5,5374.5,2047.5,5781.0,1625.0,2248.5,2025.5,1362.0,3202.0,2106.0,1935.0,5454.0,1671.5,4377.5,11407.5,3269.5,1183.5,3794.5,8023.5,3784.5,1477.0,1822.0,6662.5,1415.0,1506.0,6244.0,2096.0,2992.0,1026.5,1502.5,5835.5,3066.5,1611.0,6488.5,2464.5,9332.0,1596.0,5425.0,3826.5,2337.5,1633.0,5130.5,1849.0,2072.5,5448.0
NA20127,10315.5,13580.5,16487.5,11845.0,11918.0,10644.5,12768.0,16396.0,4361.5,13121.0,12442.0,13264.5,7523.0,12989.0,6321.0,15018.5,12442.5,0.0,12566.5,13394.0,8584.0,7905.5,14234.5,11653.5,13662.5,11360.0,14122.5,13595.0,10597.0,11519.5,14271.0,7686.5,13003.0,7618.5,6458.5,19070.0,11456.0,14347.0,15016.5,12743.5,11913.0,16043.5,11820.0,10827.5,14879.0,12081.5,14974.0,12232.5,16838.5,5482.0,8618.0,8147.0,12173.0,12663.5,13627.5,18768.5,12756.0,12581.5,16159.0,11132.5,13712.0,12966.0,12887.5,9748.0,11296.5,16742.0,11210.5,8451.0,12602.0,12517.5,20460.5,12793.5,14205.0,14617.0,13494.0,12709.5,14643.0,12868.0,8273.0,6871.0,12371.5,13650.0,7434.5,12996.0,2969.5,12269.5,11668.5,12817.0,12671.5,12904.5,16767.5,15800.5,13376.0,13288.5,11572.0,7015.5,12192.0,8020.5,11231.5,2689.0,17051.0,14298.0,13879.0,16477.5,12523.5,11032.0,12161.0,20677.5,10935.0,15776.5,16903.5,7459.5,3040.5,3009.5,19280.0,3370.0,8781.0,19043.5,12669.0,15303.5,7326.0,11729.0,18196.5,11744.0,12837.0,12601.0,12095.0,8324.5,6874.0,16848.5,14979.0,13254.5,8059.5,13341.5,18270.0,15060.0,11136.0,12379.5,13991.5,11803.0,12157.5,11560.5,13408.0,11085.5,12022.5,17180.0,7795.0,13032.0,11066.0,12579.5,3673.5,9888.0,8293.5,13194.5,16034.5,7778.5,12651.0,12695.0,11673.0,12567.5,16479.0,7808.0,12844.0,11029.0,11005.5,15112.5,9778.5,12707.5,6485.0,12040.0,15268.0,12147.5,15454.0,13540.5,14727.5,6414.5,20659.0,11102.5,8781.0,12247.5,16271.5,7273.5,11396.5,16694.0,15151.5,9931.5,10697.5,14422.5,17713.5,12092.5,15234.5,11555.5,14822.0,11378.0,12710.5,12612.0,17841.0,11803.5,14407.5,6982.0,8106.5,11498.5,11900.0,12964.0,8904.5,11310.5,16965.5,11398.5,16535.0,12816.0,11818.0,11415.5,12606.5,9980.0,13853.5,13847.0,14983.0,11419.5,13266.0,21016.0,13550.0,11415.5,13324.5,6800.5,16263.5,11198.0,13783.5,8909.5,13093.5,10873.5,11582.5,12164.0,12823.5,11531.5,11347.5,16305.5,13530.0,12943.5,8033.0,13057.5,20252.5,11485.5,11754.5,13225.5,12137.5,12068.5,16050.0,12644.0,6235.0,16509.0
HG02580,13127.0,1664.0,9377.5,2489.0,6868.5,1853.0,1387.0,1937.0,12426.0,1868.5,1936.0,2170.0,7420.5,12448.5,5105.0,3979.0,2042.0,12566.5,0.0,1522.0,6799.0,3134.0,2082.5,1491.0,1500.5,1690.0,7954.5,1875.0,6140.0,7593.0,2722.0,6270.0,1613.5,11295.0,11995.5,4184.5,8071.0,1742.0,4552.0,7107.0,2025.5,2120.5,1302.0,2488.0,4413.0,5458.5,1527.5,1909.0,5434.0,11170.0,6715.0,9569.0,6374.5,9184.5,1580.5,6579.5,1431.0,2170.0,3720.5,2235.5,1771.5,7373.5,3444.0,7943.0,1691.0,1549.0,9213.0,2469.5,2944.5,1652.5,8912.0,2751.0,2914.5,6147.5,6531.5,2235.5,3908.0,6344.0,10332.0,10876.0,17670.0,2282.0,18425.5,6611.0,14405.0,21378.0,2316.5,3006.0,4615.5,2389.5,2100.5,1678.0,1592.5,5733.0,1717.5,7711.5,5706.0,3240.0,12063.0,11688.5,1550.0,9434.5,2758.0,1755.0,1095.5,4873.5,1499.0,6905.0,10767.5,1359.5,1857.0,3320.5,9773.0,13838.5,5302.0,15895.5,6637.5,8294.0,1421.0,2343.0,9258.5,2557.5,2148.5,1934.0,6727.5,2119.5,1682.5,3897.5,6127.0,3560.5,17237.5,7111.0,11790.5,1577.0,6396.0,2177.0,4680.5,6775.5,2217.0,1303.0,2073.0,1681.5,1451.5,2546.5,1638.5,2312.0,6199.0,2334.5,7357.0,2913.0,8253.5,3982.5,5980.0,2307.5,6459.0,6030.0,3441.0,1528.0,2596.0,7605.0,2277.0,2110.0,2013.5,1899.0,6469.0,2485.0,16403.5,6526.0,11234.0,1545.0,1825.0,2468.5,1624.0,4851.0,5587.5,6219.5,6030.0,1548.5,3249.0,2780.0,2416.5,6206.5,1343.0,1756.5,1942.0,3244.0,1669.5,2970.5,8641.0,2419.5,1668.5,2679.0,1325.5,3025.0,1520.0,6864.0,3210.0,1853.5,2132.5,6610.5,9414.0,2149.0,13687.5,2581.0,3887.0,1774.0,1719.5,1837.5,1643.5,1610.5,2940.5,1462.0,1653.5,2760.5,2314.0,2352.5,1968.5,2783.5,5133.5,12222.5,14053.0,4663.5,3380.5,6317.0,3572.0,4851.0,3007.0,6284.5,2193.5,2055.0,4331.0,2323.5,5632.0,3201.5,2392.5,1296.5,15131.5,1611.0,5938.0,4750.5,21674.0,2333.0,7732.5,2351.5,2171.5,4008.0,5401.5,2039.0,6595.5,5330.0
NA20314,6424.0,3405.5,5359.5,1776.0,3430.0,1062.0,607.5,5170.5,10788.0,2940.0,1080.0,3270.5,2973.5,3449.5,4445.5,3559.0,2069.0,13394.0,1522.0,0.0,7793.0,4433.5,5956.0,1510.0,4922.5,5777.0,3431.0,2573.0,1211.5,1964.0,1191.5,6249.0,2787.5,11669.0,2107.5,8622.0,1698.0,3893.0,5270.0,1520.0,2456.5,7071.5,2586.5,2216.0,3872.5,1356.0,4847.0,2203.0,4895.5,14694.0,6765.0,9939.0,8703.5,1749.5,3749.5,6591.0,2222.0,1656.0,6212.5,2152.0,1113.5,6752.5,6853.5,10405.0,1439.5,5459.5,9946.5,2397.5,2053.0,904.5,10778.0,3154.0,1428.0,5479.5,3046.0,2621.0,4303.0,1320.0,9969.0,13054.5,10476.0,1856.5,22218.0,1531.0,11936.0,6268.5,3525.5,1294.5,4553.5,1837.5,6208.5,2994.0,2247.5,1296.5,2262.5,6899.5,10167.5,4682.5,1291.5,11609.5,6345.0,4037.5,1845.0,5875.0,1732.0,1646.0,2292.5,9323.5,4303.5,4929.0,5868.0,2950.5,10258.5,11189.5,9165.5,11203.5,8004.0,8604.0,1667.5,5942.5,5710.0,1926.5,7262.5,1904.5,3676.5,5703.5,1367.0,3466.5,8209.0,14631.0,5191.5,2054.5,6391.5,1780.0,1439.5,3885.0,2092.5,12454.5,3519.0,1704.5,2015.0,1416.5,1502.5,1710.0,1570.5,7945.5,7191.5,3197.0,10727.5,2466.5,6524.0,5496.0,6311.5,2038.0,5457.0,6238.0,1375.0,1279.0,1306.0,6789.0,6106.0,3941.5,1498.0,1854.0,6230.5,6199.5,11593.5,1978.0,6567.5,1736.0,6524.5,2213.5,5500.5,4046.5,5165.5,5443.5,9537.5,1065.0,4805.0,2093.5,3598.5,6627.0,1876.5,6235.0,5839.0,8748.5,1413.5,3692.5,8198.0,1754.0,6307.5,2812.5,3520.5,1572.0,1642.0,12224.5,8761.0,1326.0,1638.5,7578.5,5348.0,1353.5,1606.5,3053.5,4262.5,2350.0,6950.5,2013.5,5741.0,2284.0,2124.0,1792.0,1315.5,3820.5,1801.0,2445.0,5511.0,1840.5,5146.5,9915.5,3609.0,1644.5,2183.0,6054.0,5196.5,1600.5,2384.0,7861.5,2122.5,1730.0,1912.5,2150.5,1365.5,2127.5,1511.5,5296.0,2389.0,2524.0,5842.5,1785.5,10136.5,1854.5,5158.0,3678.5,1956.5,1804.0,5075.5,2965.5,1663.5,5192.5
