,HG02309,HG01883,HG03103,NA19114,HG02703,NA19238,NA18913,NA19403,HG03307,HG02111,HG02143,NA20348,NA20346,HG03521,HG03476,HG02971,HG03048,NA20127,HG02580,NA20314,HG02307,NA19835,HG02332,HG02595,HG02478,HG01880,NA20357,HG02585,HG02561,NA18520,HG03132,HG02938,HG02634,HG02611,HG02679,HG01915,HG03301,HG01985,HG01879,HG01890,HG03485,HG03171,HG03539,HG03108,HG02010,HG02445,HG03212,HG03393,NA19024,HG02284,HG02266,HG00637,HG01054,HG01259,HG01121,HG00736,HG01453,NA19675,HG01047,HG01992,HG02277,HG01464,HG01412,HG02292,HG01133,HG02274,HG00551,NA19747,HG01465,HG01275,HG01148,HG01577,HG01362,HG01168,HG00739,HG01286,HG01392,HG01967,HG01396,HG01918,HG01108,HG01187,NA19740,HG01571,HG01982,NA19723,HG01119,HG02006,HG02003,HG01311,HG01356,HG01366,NA19735,HG01134,HG01455,HG01048,HG01055,HG01107,HG01344,HG01073,HG00983,HG02081,HG02060,HG01794,NA18944,NA18642,HG00442,NA18989,HG02020,NA18968,HG02180,HG01597,NA18960,NA18555,HG02152,HG02189,HG00404,NA18537,NA18632,HG02182,HG02138,HG00607,NA18553,NA18971,HG02521,HG00565,NA18612,HG01863,HG01815,HG00632,HG02382,HG00759,HG00479,HG00650,NA18980,HG02384,HG02064,HG00702,HG00418,NA18546,HG02087,NA18988,HG00844,HG00530,HG02137,HG00446,NA18566,HG02364,NA18941,HG00657,HG00342,HG02239,HG00255,HG00368,HG00111,HG00274,HG00146,NA12802,HG00365,HG00381,HG00367,HG00120,HG00268,HG01504,HG00173,HG01700,NA20525,HG01512,HG00325,NA20805,HG00338,NA20762,HG00357,HG00141,HG01518,HG00137,HG00125,NA20503,HG01779,HG01680,HG00243,HG00130,HG00252,HG00242,HG00139,HG00254,NA20801,NA10843,HG00361,HG00133,HG01776,NA12890,NA20753,HG00158,HG00278,HG01766,HG02224,NA12891,HG02223,HG00261,HG03816,HG03009,NA21101,HG03856,HG03729,HG03821,HG03784,HG02657,NA21099,HG03753,HG04140,HG03687,HG03709,HG03794,HG02781,HG02684,HG04062,HG03931,NA21102,HG01589,HG02793,HG03812,HG03016,HG03640,HG03645,HG04200,HG03019,HG02688,HG04149,NA20866,HG02490,HG03686,HG03929,HG03746,HG03604,NA21103,HG04039,HG04017,HG03837,HG04020,HG03595,HG02724,HG03976,HG04131,NA20899,HG03882,HG03973,NA20861,HG03854,HG03972
HG03794,4841.0,3907.5,9695.0,4664.0,6679.0,2699.5,3695.0,8520.0,9432.0,4781.0,4256.0,3612.5,2421.5,7780.0,1128.0,6419.0,3202.0,9980.0,2760.5,3820.5,5758.5,1555.0,7420.0,2783.5,5842.0,2939.0,4601.5,4548.5,3004.0,3185.5,5000.5,1769.5,7664.0,6036.5,9173.5,9800.5,5603.0,4955.5,6167.5,4058.5,2583.0,8859.0,2891.5,3859.0,6688.0,5574.5,4524.0,4973.5,8166.0,10238.0,1655.5,1728.0,3400.5,3381.5,4718.5,9501.0,2902.0,3307.5,9688.0,3415.5,4851.0,7917.0,5708.5,4793.0,2778.5,6832.0,5476.5,1921.5,3921.5,4292.0,12653.5,2712.5,3937.0,6312.0,3014.5,3950.5,7085.0,3259.0,1788.0,9826.5,7357.0,4403.5,14644.5,4119.0,11356.5,7074.5,5627.5,7884.0,5238.0,5580.0,7595.0,6259.5,3207.5,4182.0,3324.5,3327.0,5296.0,1212.5,4874.5,7454.0,6711.0,5039.0,4226.0,7012.0,3883.0,4308.0,3233.5,11675.5,3530.5,8000.5,8434.0,1368.0,5877.5,6867.5,11702.0,8235.0,1531.0,10834.5,2974.0,7858.5,2406.0,3578.0,8697.0,3714.0,4657.0,7632.0,4338.0,3329.5,1851.5,2494.5,8120.0,4596.5,3069.0,4020.5,8554.0,6688.5,3961.5,5952.5,6605.5,3093.0,3798.0,3932.5,3671.5,3510.5,4446.5,8275.0,1185.0,4783.5,6882.0,5082.0,1413.0,4189.5,2067.0,3511.5,6467.0,1670.5,6198.0,3487.5,2567.0,1530.5,7615.0,1760.5,4187.0,3198.5,3111.5,7466.0,6764.5,2987.5,1501.0,2768.5,11650.0,3280.5,6953.0,6006.0,6498.0,957.0,10335.0,3013.0,5733.5,3299.5,6279.5,1925.0,3291.5,6797.5,7105.5,6803.5,4384.0,6800.5,9881.5,3652.5,8871.5,3310.0,4682.0,3886.5,3772.0,9112.5,8482.0,5463.5,3929.0,3062.0,1874.0,2428.5,2929.5,2414.5,2775.0,3616.0,10280.5,3071.0,9206.0,3117.5,3400.5,3102.0,2647.5,0.0,3010.0,5103.0,6904.5,2912.5,9604.0,16722.5,4734.5,3640.5,6171.5,1376.5,7195.5,2697.0,4432.0,2759.0,3392.5,3520.5,3337.0,3609.0,7615.0,4613.0,2714.0,6212.0,3342.0,4038.0,3988.0,3775.5,10787.5,4065.0,6057.0,4867.0,3314.0,2563.5,6335.0,6321.5,1213.0,6047.0
HG02781,11647.0,2229.5,8381.0,2565.5,4609.5,2339.0,1731.0,2082.5,11557.5,2796.5,2316.0,2687.5,8274.0,10571.5,5810.5,2084.0,2106.0,13853.5,2314.0,1801.0,7250.5,3588.5,2110.5,1894.0,2362.5,1889.0,3535.0,2263.5,2841.5,6500.0,3323.0,7044.0,1969.5,11839.0,8821.5,4650.0,7106.5,1548.0,4361.0,7359.0,2426.0,2854.0,2529.0,2152.5,5100.5,2121.0,2400.5,2476.0,4969.0,11658.5,6124.0,9806.0,7646.5,9704.0,1972.5,5576.0,867.0,2348.0,3749.5,1998.0,1647.5,6730.5,3293.0,6991.0,2107.0,1318.5,9725.0,1748.0,2321.5,2206.5,9110.5,3414.5,1773.0,5447.5,3226.5,1135.0,1905.0,3317.0,9942.5,11658.5,12807.0,2252.0,17839.0,3114.5,11893.0,6874.5,2594.0,3204.5,4941.0,1808.0,877.5,2082.0,1667.5,2153.5,1797.0,6699.5,5920.0,3386.5,13831.5,11988.0,2260.0,9820.5,2122.5,1940.0,1422.0,2698.5,1902.0,7061.5,2227.5,2103.0,1985.5,3478.5,10286.5,11629.5,4890.5,16741.5,6754.0,7937.0,1431.5,1896.0,10157.5,2199.0,1999.0,2245.5,6851.0,3664.5,2157.0,4428.0,6186.5,3572.0,17912.5,3109.5,6731.0,1466.0,2819.5,2970.5,2312.0,6420.5,2027.0,1336.0,2479.0,2017.5,1872.0,2776.0,2122.0,2205.5,7044.0,2874.0,7035.5,2697.0,6193.5,4257.5,6716.0,2210.5,5856.5,6492.5,6461.0,1836.0,2908.5,7130.0,1681.0,2536.5,2293.5,1776.0,7075.5,1576.0,16750.5,2778.5,8097.0,1613.5,2511.0,2052.0,1760.0,4527.0,5466.5,6737.0,4717.5,2028.5,3673.0,2915.5,2077.0,6728.5,2417.0,1812.0,2147.5,3739.5,1936.5,2088.5,8000.0,2148.0,1367.5,2816.5,1781.5,1641.5,1878.0,7151.5,1940.0,2504.5,2070.0,7252.5,5554.5,1974.0,10968.5,2721.0,4111.0,2594.5,2261.0,2399.0,2227.5,1260.5,2856.5,1430.5,1705.5,3010.0,0.0,1779.0,1644.5,2664.5,9210.5,12312.0,8607.5,1930.0,1974.0,6301.0,2302.0,2437.5,3055.5,6732.5,2056.5,2084.5,2278.0,1461.5,5757.0,1581.0,2914.0,1673.0,14422.5,2100.5,5841.5,3478.5,21403.5,2393.5,1271.5,2512.5,1745.0,1255.0,4986.5,1794.5,2355.0,4372.5
HG02684,7873.5,3512.5,7376.5,1859.5,4585.5,2449.0,2610.0,5814.0,11489.0,4199.5,1895.0,3924.5,3510.0,4300.0,5845.5,3498.5,1935.0,13847.0,2352.5,2445.0,8899.0,5378.5,6351.0,2568.0,6099.5,7215.5,4287.0,4509.0,2581.0,2794.5,1972.0,7647.5,3111.0,12297.5,3001.5,9906.0,2407.0,4926.5,5311.0,1602.0,3931.5,8361.0,3179.0,2139.5,6748.5,1832.5,6380.0,3335.5,4875.5,16490.0,7384.5,10457.0,9700.5,1938.0,4040.0,7210.5,2595.5,2230.0,5700.0,728.5,2089.0,4570.0,7921.0,9107.5,2025.0,6028.0,9159.5,2310.0,1891.5,2004.0,10855.5,3352.5,6031.5,4389.0,4084.5,2883.0,3935.5,3309.0,10291.5,13824.0,10080.0,2401.0,22495.5,2278.0,13221.0,7247.5,2077.5,2195.0,3410.0,1568.0,6600.0,3986.0,2481.0,1726.0,4443.5,5937.5,10913.0,5637.5,2747.0,11948.5,7489.5,4329.5,2040.0,6307.5,1925.0,1634.0,2468.5,9910.0,5521.5,7745.5,5971.0,3992.0,10009.5,12785.5,8953.5,11113.0,9058.0,7718.5,2200.0,8116.0,7159.5,1953.5,8285.5,2516.5,4094.5,6067.0,1808.5,4442.0,7666.0,3126.0,7782.5,1530.0,6954.0,2824.0,2056.0,4698.0,3234.5,12930.5,4047.5,1453.0,2566.5,1826.0,2527.5,2682.5,2212.5,9172.0,8672.0,2570.0,11296.0,2097.0,6415.5,6790.5,6881.0,2519.0,4152.5,7160.0,1734.0,1697.5,2080.0,6926.5,5242.5,3162.0,1087.5,1661.0,6151.0,6091.0,12295.5,1832.0,8010.5,2033.0,6638.0,1740.0,6255.0,3408.0,5125.5,7256.5,9706.5,1507.5,6697.0,2738.5,3322.5,6438.0,2266.0,5857.0,6974.0,9355.5,1764.5,4015.0,8005.0,2159.0,5617.0,946.5,4510.5,2011.5,2040.0,12907.5,6581.0,3501.5,2589.0,9021.5,4709.0,2557.5,2127.0,3629.5,5208.5,2721.5,7636.5,2730.5,7983.0,2475.0,2040.5,2310.0,2127.5,5103.0,1779.0,0.0,6124.0,2456.0,2344.5,10053.5,2457.0,1460.5,2448.5,6948.0,4248.5,2197.0,2358.0,8721.0,1555.0,1823.0,2628.0,2267.0,1708.0,1307.0,2039.0,6292.0,2458.5,3765.5,6732.0,2895.5,8302.5,1446.5,4849.0,4888.0,2119.5,1899.0,5478.0,3863.5,2555.0,5100.5
HG04062,6624.0,5585.0,2928.5,6020.5,3307.5,5225.0,5629.0,1990.5,16956.0,6433.5,5383.5,1907.5,3066.0,1788.0,8685.0,3576.5,5454.0,14983.0,1968.5,5511.0,11336.5,7424.5,1976.0,5875.5,4318.0,3910.0,1150.5,6124.0,1152.0,3980.0,6572.5,11052.0,6148.0,11394.0,948.0,5110.5,2378.0,3826.5,8755.5,1488.0,5392.5,1929.5,2016.5,5182.0,8504.0,2697.0,3582.5,6514.0,9287.0,11627.0,10422.0,14295.0,10844.5,2306.0,3632.5,4439.5,5432.5,6228.0,2572.0,5776.0,6127.5,1431.0,3599.0,6316.5,3377.0,1857.5,8517.5,5347.5,2173.5,3624.5,10525.0,1731.0,7104.5,4616.0,2363.5,5853.0,3112.0,1842.0,11724.0,13997.5,6945.5,1892.5,18405.0,2168.0,13137.0,7170.0,3582.0,2228.5,3717.0,5261.5,1448.5,3783.5,6172.5,2118.5,6013.5,7610.5,6686.0,5096.0,1215.5,15956.5,2426.5,3836.0,1820.0,1751.5,1700.0,1141.5,5356.5,6920.5,1451.5,1653.5,1560.5,5309.5,14460.0,11661.0,4244.0,11492.0,11064.0,9809.5,5764.0,2302.5,5657.0,5032.5,1951.5,5740.5,3428.5,1455.5,5598.5,8158.5,10011.5,1970.5,1327.0,1475.5,6583.0,6216.0,1952.5,1522.0,2092.5,8840.0,2290.0,5749.0,5890.5,5800.0,3466.5,5546.0,5883.0,1407.5,10003.5,3481.0,6848.0,1643.5,8928.0,6619.5,10873.0,6063.5,6934.0,10769.0,5650.0,5526.0,1447.5,6661.0,2038.0,1268.5,5354.0,5130.0,10435.0,1630.5,9967.0,1774.5,6409.5,5978.0,1371.5,5091.5,1531.5,1715.0,8579.5,6111.5,5484.0,5900.5,5284.0,6155.5,3805.0,10302.0,5765.5,1896.5,1808.5,3052.5,5511.0,3983.5,11246.5,2358.0,1827.0,5931.5,3844.5,5469.0,6129.5,6842.5,2127.0,3508.5,5653.5,8336.5,9322.0,872.5,1884.5,1336.0,6583.5,5784.0,1847.0,5815.5,1690.5,5471.5,3894.0,5148.0,5480.5,6904.5,1644.5,6124.0,0.0,1097.0,3100.5,10953.0,1105.0,1483.0,6757.0,9979.5,3388.0,882.0,1130.0,10841.5,5409.5,5159.0,1554.5,6837.5,5125.5,5454.0,1420.0,1812.0,2647.5,5657.0,9898.5,3941.0,4874.5,1273.0,2726.0,3409.5,5965.0,1743.0,4430.0,4964.0,1266.0,9065.5
HG03931,6214.5,3075.5,8749.5,2030.0,9254.0,1048.5,1640.5,1642.0,12533.0,1799.0,1434.0,6106.0,2479.5,5102.0,4701.5,1834.5,1671.5,11419.5,2783.5,1840.5,7452.5,3590.0,1119.0,1982.0,2331.5,1831.5,1209.0,2416.5,1517.5,2015.5,3224.5,6776.0,2212.0,10937.0,7502.5,5115.0,1514.0,1746.0,5261.0,6436.0,1350.5,1207.0,1669.5,1102.5,6119.5,2392.0,5933.0,2250.0,5487.5,11152.5,6601.0,10437.5,10876.0,5919.0,1572.5,7979.5,1767.5,2220.5,1269.0,1714.5,2240.5,4263.0,3555.5,6289.0,1389.0,1986.0,8559.5,1461.5,2569.5,1685.5,8693.5,2022.5,3420.0,5050.5,8105.5,2804.0,1375.5,2178.5,9975.5,13486.5,13279.5,2502.5,18986.0,6695.0,13597.5,7331.5,2966.0,2460.5,3787.5,1602.0,2475.5,1677.0,2456.5,6442.5,2017.0,7815.5,6587.0,3653.0,7513.0,11906.5,2208.0,4995.0,1542.0,1423.0,1681.0,3997.5,1249.5,8492.0,9962.5,3091.5,1614.0,4408.5,10105.5,14722.5,4338.0,16637.5,11294.5,8269.5,1771.5,2216.0,10227.0,1798.5,2311.0,1746.0,11122.0,1308.5,1215.0,3978.5,5976.0,3019.5,5534.5,5633.0,6623.0,2251.5,7056.5,3328.5,5488.5,6505.0,6801.5,1773.0,1833.5,2017.0,3372.0,2159.5,1509.5,6191.5,5966.5,1278.0,6977.5,2295.0,7107.0,4788.5,7041.0,1984.0,5177.0,6649.5,1676.5,1737.0,1908.5,7126.0,2298.0,1733.5,1452.5,1410.5,6581.5,1869.0,8140.0,6661.0,10614.5,2166.5,2384.0,1231.0,2274.0,2534.0,5128.5,6236.5,5769.5,1820.5,3576.0,2275.5,2488.5,6021.5,1916.0,1815.5,1665.0,3527.0,1629.0,1565.0,7752.0,2393.5,1537.0,1959.0,1805.5,1588.0,2648.0,10904.5,1973.5,2974.5,3533.0,6092.0,9702.5,3275.0,5028.5,2127.5,4780.5,1838.0,5844.5,1859.0,1712.5,1942.0,2079.5,1574.5,1728.5,2912.5,2664.5,2456.0,1097.0,0.0,2976.5,9388.0,9106.5,4770.0,2970.0,6128.0,2170.0,1780.0,3464.5,7078.0,1941.0,1618.0,2268.0,2381.5,3301.0,1907.5,1588.5,1786.5,8458.5,1695.5,6341.5,4198.0,21083.5,3324.0,1145.5,2466.5,1919.5,2255.5,5336.0,1560.0,3187.5,5574.0
NA21102,3590.5,4111.5,3549.0,3544.5,9725.0,4033.5,2495.0,2129.5,7009.5,8225.5,2369.5,9741.0,2479.0,18134.0,4274.5,2042.5,4377.5,13266.0,5133.5,5146.5,11002.5,8097.5,1315.5,4071.0,8024.5,3003.5,3932.5,11116.0,5303.5,7767.0,4666.5,3635.0,6166.5,11969.0,2001.0,3802.5,4512.5,10654.5,3998.5,1907.5,8064.5,7702.0,7124.0,2244.0,3747.5,2899.0,8309.5,3216.0,2466.0,7688.5,3771.5,4296.5,8012.5,4163.0,9020.0,4296.0,3668.5,4405.0,3007.5,2496.0,2386.0,1733.0,2286.5,1929.5,3666.0,13713.0,4516.0,1895.5,6048.5,2537.0,9268.0,11026.0,3727.5,2035.5,12052.5,4405.5,1711.5,3825.5,2176.5,8754.0,3135.5,4009.0,12851.5,1907.0,15300.0,5914.5,9115.0,2117.0,5007.5,2322.5,4100.5,2529.0,4345.0,1719.0,2550.5,2414.5,3505.5,7724.5,3064.0,9498.5,13823.0,7360.0,1497.5,1772.5,9112.0,1682.5,3550.5,5346.5,12568.0,3722.5,1994.0,4039.0,5803.5,18193.0,9953.5,6744.0,9571.5,5151.0,4100.5,2707.0,4324.5,2143.0,6482.0,3719.0,7542.0,1333.0,2130.5,2238.0,2042.0,4337.5,3562.5,2539.5,8800.0,2620.5,16215.5,3605.0,6343.0,3354.0,9711.0,4049.0,3940.0,2600.0,2988.5,2373.0,3557.5,7482.0,8805.0,2095.0,4169.5,3636.0,4195.0,2416.5,4198.0,3158.0,2921.0,4275.0,6016.0,2384.0,4843.0,5276.5,4136.5,7798.5,2169.0,2676.0,2121.0,1775.0,9157.5,3840.5,3634.0,3953.0,3673.0,1961.5,3419.0,2100.5,9846.5,3250.5,3802.5,2328.5,9478.5,3211.0,2515.5,3358.5,2486.0,2155.5,7449.0,3429.0,2377.5,1648.0,4923.0,3273.5,1079.0,2602.0,3606.0,1895.5,4363.0,9346.0,1897.5,8707.0,8995.0,6691.0,2285.0,4539.0,13920.0,7539.5,2201.5,2146.5,9014.0,4164.5,14760.5,3881.5,2414.0,3767.5,1897.5,9604.0,9210.5,2344.5,3100.5,2976.5,0.0,8345.0,13493.5,2308.0,3283.0,3474.0,2350.0,5098.5,10291.5,8431.5,5496.0,2038.0,3865.5,3465.5,3750.5,2904.5,5315.5,5418.5,2949.5,8409.0,1888.5,3818.5,2222.5,3852.0,1733.0,3095.5,2837.0,3566.5,5553.0,10247.0,5054.0,4205.5
HG01589,6414.0,11966.0,11683.0,10773.5,13808.5,11790.0,13590.5,10126.5,21083.5,13709.0,9910.5,9874.0,12899.5,9947.0,10276.5,7722.5,11407.5,21016.0,12222.5,9915.5,16620.0,16484.5,9984.5,13903.5,10382.0,10094.0,11299.5,15731.0,9419.5,12705.0,10063.0,19117.0,14427.0,21438.0,8387.0,8651.5,8109.5,21056.0,8729.0,7984.0,15404.0,15737.5,9372.5,10126.0,8658.5,7816.5,9895.5,14496.5,7143.5,21419.5,16341.0,8386.5,16896.5,11917.0,17097.5,5836.0,11478.0,13764.5,9532.5,10023.0,10074.0,8225.0,15366.0,13823.5,9003.5,13953.0,10317.0,7299.5,12139.5,8237.5,17726.5,9353.5,14418.0,5906.0,9771.5,11581.5,7412.5,8229.5,4792.0,19141.5,14848.5,11958.0,5752.5,11938.0,19036.5,16755.5,9388.5,8169.5,11205.5,9359.5,12359.5,8326.0,11388.5,8110.0,9946.5,13136.5,16492.5,6623.0,9355.0,18537.0,15067.0,12565.5,7760.5,13980.0,12012.5,7130.0,11651.0,3672.5,9537.5,11662.5,13990.5,11353.0,12335.0,8496.5,6690.0,17952.0,16980.0,1978.0,13879.0,14496.0,9452.0,9699.0,13682.0,14273.0,12964.5,4291.0,10191.0,10359.5,16132.0,14348.0,11827.0,7759.5,7601.5,14118.5,8135.0,7853.0,12864.5,22039.0,13156.0,11555.0,14327.0,9345.5,9800.5,14309.0,10359.0,15579.0,19641.0,9228.0,16859.5,11804.0,13419.5,11403.5,18572.0,9821.5,5805.0,11037.0,9165.5,9989.5,8919.0,14779.0,12001.0,10197.0,9476.5,9806.0,14164.5,10284.5,9467.5,11722.0,14040.5,11360.5,11164.0,9342.0,11553.0,7418.0,15417.0,14265.5,9331.5,9396.0,11214.0,10683.0,7704.5,11154.5,10256.0,11055.0,10090.5,13515.5,10112.5,8513.0,3197.0,12260.5,10219.0,10252.0,12330.0,10888.0,13869.0,20098.0,12541.5,9321.5,11040.0,14356.5,4654.0,9011.5,11901.0,9074.0,12890.0,14528.5,11117.5,14519.5,10524.0,11302.5,8634.0,13907.0,12538.5,16722.5,12312.0,10053.5,10953.0,9388.0,8345.0,0.0,8833.5,8000.5,10181.0,15677.0,8528.5,9023.0,9652.0,16586.0,10139.0,9475.0,12351.0,11734.5,7835.0,9516.5,12052.5,11276.5,9409.5,15064.0,15430.5,9191.5,7433.0,7944.0,4412.5,9332.0,10722.5,9107.0,9028.5,11432.0,6654.0,10685.0
HG02793,5196.5,5108.5,20128.0,2691.0,10931.0,3278.5,7223.0,1885.5,16065.0,8603.0,1906.5,15641.5,5862.5,11120.5,5362.0,9429.5,3269.5,13550.0,14053.0,3609.0,8638.5,6749.5,2268.0,2452.0,5607.5,2700.0,5646.5,6268.5,1912.0,4096.5,4301.0,7522.5,3097.5,11810.0,11098.5,5566.5,9631.5,4088.0,5151.5,9542.5,3427.0,3615.0,3067.5,5001.5,8121.5,4299.0,6143.5,5068.5,6336.0,12077.0,10542.5,10632.5,11382.5,15902.0,1857.0,14895.0,3688.5,2011.5,2641.0,4404.5,2317.5,10029.0,4238.0,6758.0,1384.5,3917.0,8449.0,5248.5,8341.5,2585.5,11006.5,14509.5,10490.5,10397.0,10040.5,4094.5,3474.0,8354.0,10313.0,11614.5,15360.0,15648.5,18632.0,9496.0,18324.5,9313.5,3056.5,8712.5,16149.5,1296.0,2168.0,2567.0,4127.0,2901.5,1647.0,6714.0,7065.5,8365.0,13075.0,12875.0,3301.5,11681.0,14329.0,4602.0,5112.0,5414.0,3917.0,7066.0,5584.0,7135.5,3356.0,9605.0,13700.0,19020.0,6250.5,17576.0,11844.0,7905.5,3735.0,2059.5,14830.0,4059.5,5552.0,5442.5,12675.0,1659.5,3324.0,6125.0,9311.5,13616.5,21348.0,7070.5,12066.5,7534.5,2648.0,2480.0,9776.5,8245.5,3294.5,3855.0,5494.5,5805.5,1995.5,5203.0,5394.5,5431.0,11256.0,3438.5,7131.5,14625.0,11269.0,7618.0,8395.0,3585.5,10877.0,8717.0,4928.5,2588.5,13279.0,18717.5,1409.0,3514.5,2680.0,2714.0,9336.5,8212.5,11148.5,7692.0,14459.5,4815.5,1891.0,2494.5,2199.5,12434.0,4777.0,6823.5,5135.0,3187.5,7301.5,3617.0,9672.5,6569.0,4868.0,1930.0,2006.0,6286.5,3148.5,2565.5,10638.5,4185.5,2739.0,1693.0,3912.5,3872.0,3681.0,8603.5,1856.0,4948.0,3452.5,11274.0,8704.5,13395.0,10404.5,3341.5,7027.5,3737.5,3014.0,3942.5,2353.5,5187.5,3174.5,5036.0,4654.5,4734.5,8607.5,2457.0,1105.0,9106.5,13493.5,8833.5,0.0,17312.5,5679.0,8112.5,9286.0,10198.5,12945.0,10082.0,4555.5,4856.0,10917.5,3901.0,5979.5,2719.0,13751.0,3284.0,16378.0,4810.0,10521.0,5739.5,4720.5,12771.0,8589.0,5625.0,3161.5,1411.5,5575.5,4431.5,8291.0,6309.5
HG03812,5240.0,1915.0,13029.0,1873.0,3284.0,1320.0,1675.5,1606.5,11501.5,2677.0,1424.0,1507.0,2900.5,12654.0,4945.0,4984.5,1183.5,11415.5,4663.5,1644.5,7847.5,3646.0,2100.5,1514.0,7632.0,2165.0,3101.5,2863.0,1391.0,6291.0,1797.5,6822.0,2450.0,11625.5,6931.5,5347.5,4862.0,1743.0,4926.0,1607.0,2351.0,2199.0,13624.5,845.0,5065.5,8714.5,2181.0,2688.0,4732.5,11594.0,6566.5,10128.0,7494.0,8496.5,4870.0,6489.5,1567.0,2246.0,2062.0,1726.0,1830.5,5723.0,3608.0,7076.0,1338.5,10392.5,8561.5,1542.5,5557.0,1024.5,8554.5,4990.5,2394.0,7198.5,14133.0,2308.5,4682.0,10104.5,9366.5,12216.5,18440.5,5047.5,18354.0,13308.5,12370.0,11297.0,3599.5,2346.5,7625.5,3060.5,1505.5,1341.5,1911.0,13039.5,1978.5,7273.0,6381.5,5284.5,9733.5,11774.5,10822.0,7285.5,4775.5,1203.5,1790.5,7165.0,1215.5,8083.5,4020.0,2011.5,1448.5,4774.0,12802.5,12744.5,12333.0,22781.5,6890.5,7922.0,1418.5,6067.0,14846.5,1959.5,2685.5,1832.0,1702.5,3465.0,1611.0,3608.5,5842.0,5033.5,2216.0,13162.0,8902.5,2167.0,12984.0,1993.0,6866.0,8949.5,3186.5,1131.5,1681.5,1567.5,1779.0,2166.0,1600.5,1912.0,6638.0,1314.0,6809.0,4880.0,6760.0,9239.5,6948.0,4784.0,7089.5,6641.5,2012.5,1049.5,4672.5,9582.5,1737.0,2024.5,1537.5,1175.5,6654.0,9440.5,8622.5,12939.5,17889.0,2028.0,2121.0,1842.0,1356.0,6621.5,7224.0,6197.5,5823.0,3331.0,3847.0,2589.0,5337.5,6082.5,1458.0,1895.5,5222.5,3945.5,1025.5,1640.5,7854.0,1624.5,2122.5,2104.0,1844.0,1160.0,2408.0,7885.5,2332.0,2073.5,2477.0,6636.0,15919.0,4323.0,9563.5,4724.0,4310.5,5758.5,2098.5,1739.0,7890.5,1606.5,2244.5,1657.0,1574.0,3640.5,1930.0,1460.5,1483.0,4770.0,2308.0,8000.5,17312.5,0.0,3664.5,8358.5,2029.0,4755.0,5261.5,7118.5,1845.5,1399.0,8510.5,1998.0,3265.5,1491.5,4328.5,1975.0,11088.5,2093.5,6284.0,7727.0,5544.0,4178.0,6271.0,5570.5,2497.5,2279.5,6716.5,2514.0,5059.0,5295.0
HG03016,8539.0,5268.5,7986.5,2571.5,5286.0,3432.0,3544.0,5758.0,12684.0,4730.5,1921.0,5863.5,4404.0,5548.5,6799.0,4155.0,3794.5,13324.5,3380.5,2183.0,10576.5,6965.5,5777.5,3877.0,6446.5,7734.5,5332.0,5405.0,3319.5,3844.5,2836.5,8448.5,3738.0,13017.0,2856.5,10852.0,2535.0,5712.0,6844.0,1748.0,4713.5,8576.5,3994.5,2227.5,6915.0,2072.0,9602.5,3894.0,5131.5,17042.0,8764.0,12496.5,10065.0,3983.5,3942.5,8858.0,3592.0,4061.5,6801.0,2384.0,2282.0,5470.5,7930.5,10255.5,3772.0,7746.5,8975.5,3798.0,4133.5,2113.5,11311.5,5270.0,7081.0,5350.5,5566.5,3556.0,4349.5,2439.5,12447.0,15530.0,11126.0,3519.0,24427.5,3854.5,13107.0,7552.5,3571.0,2707.0,3955.5,1933.0,7774.5,4069.0,4669.5,2172.5,2421.0,7652.0,12602.0,6679.0,3806.5,12302.5,7718.0,5251.0,1841.5,7139.0,3506.5,2948.5,3799.0,10118.0,2037.0,7716.0,7469.5,4542.0,10117.0,13662.0,8526.5,11374.5,9949.0,8125.5,3546.0,6499.5,7711.5,1772.5,9643.0,3594.0,4694.0,6110.5,1526.5,3842.5,8130.0,4239.0,7607.0,1603.0,7009.0,3569.5,2355.0,5137.5,1974.0,12434.0,5543.5,2164.0,3312.5,2838.5,3287.0,1457.5,2210.0,8946.5,9272.5,1675.0,12323.0,3204.5,8746.0,8226.5,8801.0,2476.0,5629.0,8473.0,2651.5,2515.0,3992.0,9010.5,7970.0,4633.5,1906.5,1983.0,7175.5,6614.5,13829.0,3388.0,8597.5,3972.5,8217.0,2223.0,7715.5,6008.5,5060.5,8266.5,11221.0,2638.0,7718.5,2511.0,4182.5,7725.5,2156.0,7739.0,6072.5,9404.0,3863.5,4183.5,8348.5,3929.5,5412.0,2643.5,5833.5,2798.5,4098.0,14384.0,7831.0,3999.0,4121.5,9532.5,8736.0,3307.0,7422.0,4743.0,6419.5,1588.0,9344.5,3565.0,5736.0,3803.0,2529.5,3207.0,3560.0,6171.5,1974.0,2448.5,6757.0,2970.0,3283.0,10181.0,5679.0,3664.5,0.0,8300.0,3755.5,3266.5,2948.0,9875.5,5234.5,1743.0,1806.5,4178.5,2163.5,2510.5,3369.5,6823.0,3406.0,5086.0,7558.5,2517.0,9599.0,1510.5,4865.0,5099.5,2432.0,3211.5,6419.5,4609.5,2705.0,6870.5
